Title,Authors,Publication Date,Journal,Citation Info,Content Type,Article URL,PDF URL,DOI,Page Number,Search Topic
The risk of colorectal cancer with symptoms at different ages and between the sexes: a case-control study,"William Hamilton, Robert Lancashire, Debbie Sharp, Tim J Peters, KK Cheng and Tom Marshall",17 April 2009,BMC Medicine,2009 7:17,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-7-17,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-7-17.pdf,10.1186/1741-7015-7-17,4,cancer
Efficacy of metformin therapy in patients with cancer: a meta-analysis of 22 randomised controlled trials,"Jie Wen, Zhenjie Yi, Yuyao Chen, Jing Huang, Xueyi Mao, Liyang Zhang, Yu Zeng, Quan Cheng, Wenrui Ye, Zhixiong Liu, Fangkun Liu and Jingfang Liu",24 October 2022,BMC Medicine,2022 20:402,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02599-4,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-022-02599-4.pdf,10.1186/s12916-022-02599-4,4,cancer
The chemoprotective effect of anti-platelet agents on cancer incidence in people with non-alcoholic fatty liver disease (NAFLD): a retrospective cohort study,"Matthew Anson, Jun Shang Poon, Alex E. Henney, David Riley, Gema H. Ibarbaru, Cyril Sieberhagen, Daniel J. Cuthbertson, Uazman Alam and Theresa Hydes",3 December 2024,BMC Medicine,2024 22:574,Research,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03802-4,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03802-4.pdf,10.1186/s12916-024-03802-4,4,cancer
IGF-I induced genes in stromal fibroblasts predict the clinical outcome of breast and lung cancer patients,"Michal Rajski, Rosanna Zanetti-Dällenbach, Brigitte Vogel, Richard Herrmann, Christoph Rochlitz and Martin Buess",5 January 2010,BMC Medicine,2010 8:1,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-8-1,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-8-1.pdf,10.1186/1741-7015-8-1,4,cancer
Development and validation of a 25-Gene Panel urine test for prostate cancer diagnosis and potential treatment follow-up,"Heather Johnson, Jinan Guo, Xuhui Zhang, Heqiu Zhang, Athanasios Simoulis, Alan H. B. Wu, Taolin Xia, Fei Li, Wanlong Tan, Allan Johnson, Nishtman Dizeyi, Per-Anders Abrahamsson, Lukas Kenner, Xiaoyan Feng, Chang Zou, Kefeng Xiao…",1 December 2020,BMC Medicine,2020 18:376,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01834-0,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01834-0.pdf,10.1186/s12916-020-01834-0,4,cancer
"Combining faecal immunochemical testing with blood test results for colorectal cancer risk stratification: a consecutive cohort of 16,604 patients presenting to primary care","Diana R. Withrow, Brian Shine, Jason Oke, Andres Tamm, Tim James, Eva Morris, Jim Davies, Steve Harris, James E. East and Brian D. Nicholson",15 March 2022,BMC Medicine,2022 20:116,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02272-w,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-022-02272-w.pdf,10.1186/s12916-022-02272-w,4,cancer
The efficacy of different biomarkers and endpoints to refine referrals for suspected prostate cancer: the TARGET study (Tiered integrAted tests for eaRly diaGnosis of clinically significant ProstatE Tumours),"Artitaya Lophatananon, Kenneth R. Muir and Vincent J. Gnanapragasam",8 October 2024,BMC Medicine,2024 22:440,Research,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03667-7,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03667-7.pdf,10.1186/s12916-024-03667-7,4,cancer
Methodological quality of English-language genetic guidelines on hereditary breast-cancer screening and management: an evaluation using the AGREE instrument,"Benedetto Simone, Emma De Feo, Nicola Nicolotti, Walter Ricciardi and Stefania Boccia",21 November 2012,BMC Medicine,2012 10:143,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-10-143,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-10-143.pdf,10.1186/1741-7015-10-143,4,cancer
Association of activity-based food environment index with obesity-related cancer mortality in the US,"Qinyun Lin, Xiang Chen, Xukun Xiang, Weixuan Lyu, Congcong Miao, Gaofei Zhang and Ran Xu",20 March 2025,BMC Medicine,2025 23:167,Research,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-025-03967-6,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-025-03967-6.pdf,10.1186/s12916-025-03967-6,4,cancer
Clinical utility and cost modelling of the phi test to triage referrals into image-based diagnostic services for suspected prostate cancer: the PRIM (Phi to RefIne Mri) study,"Lois Kim, Nicholas Boxall, Anne George, Keith Burling, Pete Acher, Jonathan Aning, Stuart McCracken, Toby Page and Vincent J. Gnanapragasam",17 April 2020,BMC Medicine,2020 18:95,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01548-3,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01548-3.pdf,10.1186/s12916-020-01548-3,4,cancer
Are there socio-economic inequalities in utilization of predictive biomarker tests and biological and precision therapies for cancer? A systematic review and meta-analysis,"Ruth P. Norris, Rosie Dew, Linda Sharp, Alastair Greystoke, Stephen Rice, Kristina Johnell and Adam Todd",23 October 2020,BMC Medicine,2020 18:282,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01753-0,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01753-0.pdf,10.1186/s12916-020-01753-0,4,cancer
Sex disparity in the association between metabolic-anthropometric phenotypes and risk of obesity-related cancer: a prospective cohort study,"Jianxiao Gong, Fubin Liu, Yu Peng, Peng Wang, Changyu Si, Xixuan Wang, Huijun Zhou, Jiale Gu, Ailing Qin and Fangfang Song",2 September 2024,BMC Medicine,2024 22:355,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03592-9,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03592-9.pdf,10.1186/s12916-024-03592-9,4,cancer
The challenges of colposcopy for cervical cancer screening in LMICs and solutions by artificial intelligence,"Peng Xue, Man Tat Alexander Ng and Youlin Qiao",3 June 2020,BMC Medicine,2020 18:169,Opinion,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01613-x,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01613-x.pdf,10.1186/s12916-020-01613-x,4,cancer
Using lithium as a neuroprotective agent in patients with cancer,"Mustafa Khasraw, David Ashley, Greg Wheeler and Michael Berk",2 November 2012,BMC Medicine,2012 10:131,Review,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-10-131,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-10-131.pdf,10.1186/1741-7015-10-131,4,cancer
"Pyrotinib combined with apatinib for targeting metastatic non-small cell lung cancer with HER2 alterations: a prospective, open-label, single-arm phase 2 study (PATHER2)","Guangjian Yang, Haiyan Xu, Yaning Yang, Shuyang Zhang, Fei Xu, Xuezhi Hao, Junling Li, Puyuan Xing, Xingsheng Hu, Yutao Liu, Lin Wang, Lin Lin, Zhijie Wang, Jianchun Duan, Jie Wang and Yan Wang",29 August 2022,BMC Medicine,2022 20:277,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02470-6,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-022-02470-6.pdf,10.1186/s12916-022-02470-6,4,cancer
Advances in using PARP inhibitors to treat cancer,"Shivaani Kummar, Alice Chen, Ralph E Parchment, Robert J Kinders, Jay Ji, Joseph E Tomaszewski and James H Doroshow",9 March 2012,BMC Medicine,2012 10:25,Minireview,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-10-25,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-10-25.pdf,10.1186/1741-7015-10-25,4,cancer
Methylene blue for intractable pain from oral mucositis related to cancer treatment: a randomized phase 2 clinical trial,"Carlos J. Roldan, Billy Huh, Juhee Song, Yago Nieto, Joyce Osei, Thomas Chai, Kent Nouri, Lakshmi Koyyalagunta and Eduardo Bruera",3 November 2022,BMC Medicine,2022 20:377,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02579-8,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-022-02579-8.pdf,10.1186/s12916-022-02579-8,4,cancer
Recent advances in the diagnosis and treatment of bladder cancer,"Grace Cheung, Arun Sahai, Michele Billia, Prokar Dasgupta and Muhammad S Khan",17 January 2013,BMC Medicine,2013 11:13,Review,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-11-13,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-11-13.pdf,10.1186/1741-7015-11-13,4,cancer
Circulating tumor cells in breast cancer: A tool whose time has come of age,Ramona F Swaby and Massimo Cristofanilli,21 April 2011,BMC Medicine,2011 9:43,Minireview,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-9-43,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-9-43.pdf,10.1186/1741-7015-9-43,4,cancer
"Pyrotinib in combination with letrozole for hormone receptor-positive, human epidermal growth factor receptor 2-positive metastatic breast cancer (PLEHERM): a multicenter, single-arm, phase II trial","Zhe-Yu Hu, Min Yan, Huihua Xiong, Li Ran, Jincai Zhong, Ting Luo, Tao Sun, Ning Xie, Liping Liu, Xiaohong Yang, Huawu Xiao, Jing Li, Binliang Liu and Quchang Ouyang",26 June 2023,BMC Medicine,2023 21:226,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-023-02943-2,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-023-02943-2.pdf,10.1186/s12916-023-02943-2,4,cancer
MicroRNAs: exploring a new dimension in the pathogenesis of kidney cancer,Nicole MA White and George M Yousef,21 October 2010,BMC Medicine,2010 8:65,Commentary,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-8-65,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-8-65.pdf,10.1186/1741-7015-8-65,4,cancer
Candidate gene-environment interactions in breast cancer,Olivia Fletcher and Frank Dudbridge,17 October 2014,BMC Medicine,2014 12:195,Commentary,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-014-0195-1,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-014-0195-1.pdf,10.1186/s12916-014-0195-1,4,cancer
"Helping women to good health: breast cancer, omega-3/omega-6 lipids, and related lifestyle factors",Michel de Lorgeril and Patricia Salen,27 March 2014,BMC Medicine,2014 12:54,Commentary,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-12-54,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-12-54.pdf,10.1186/1741-7015-12-54,4,cancer
The value of innovation: association between improvements in survival of advanced and metastatic non-small cell lung cancer and targeted and immunotherapy,"Sreeram Ramagopalan, Thomas P. Leahy, Joshua Ray, Samantha Wilkinson, Cormac Sammon and Vivek Subbiah",15 September 2021,BMC Medicine,2021 19:209,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-021-02070-w,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-021-02070-w.pdf,10.1186/s12916-021-02070-w,4,cancer
Socioeconomic position and prognosis in premenopausal breast cancer: a population-based cohort study in Denmark,"Cathrine Fonnesbech Hjorth, Per Damkier, Bent Ejlertsen, Timothy Lash, Henrik Toft Sørensen and Deirdre Cronin-Fenton",30 September 2021,BMC Medicine,2021 19:235,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-021-02108-z,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-021-02108-z.pdf,10.1186/s12916-021-02108-z,4,cancer
A cost-effectiveness analysis of capecitabine maintenance therapy versus routine follow-up for early-stage triple-negative breast cancer patients after standard treatment from a perspective of Chinese society,"Ji-Bin Li, Zhuo-Chen Lin, Martin C. S. Wong, Harry H. X. Wang, Mengmeng Li and Su Li",26 September 2022,BMC Medicine,2022 20:320,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02516-9,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-022-02516-9.pdf,10.1186/s12916-022-02516-9,4,cancer
Camrelizumab plus apatinib in patients with advanced or recurrent endometrial cancer after failure of at least one prior systemic therapy (CAP 04): a single-arm phase II trial,"Wenjuan Tian, Yulan Ren, Jing Lu, Chuyu Jing, Wei Zhang, Haiming Li, Tingting Wang, Zhiguo Hou, Ting Yang, Wenqing Zhu, Yi Zhang, Boer Shan, Huijuan Yang, Xi Cheng and Huaying Wang",26 August 2024,BMC Medicine,2024 22:344,Research,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03564-z,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03564-z.pdf,10.1186/s12916-024-03564-z,4,cancer
Plasma sex hormones and risk of conventional and serrated precursors of colorectal cancer in postmenopausal women,"Dong Hang, Xiaosheng He, Ane Sørlie Kværner, Andrew T. Chan, Kana Wu, Shuji Ogino, Zhibin Hu, Hongbing Shen, Edward L. Giovannucci and Mingyang Song",28 January 2021,BMC Medicine,2021 19:18,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01895-1,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01895-1.pdf,10.1186/s12916-020-01895-1,4,cancer
The endogenous soluble VEGF receptor-2 isoform suppresses lymph node metastasis in a mouse immunocompetent mammary cancer model,"Masa-Aki Shibata, Jayakrishna Ambati, Eiko Shibata, Romulo JC Albuquerque, Junji Morimoto, Yuko Ito and Yoshinori Otsuki",3 November 2010,BMC Medicine,2010 8:69,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-8-69,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-8-69.pdf,10.1186/1741-7015-8-69,4,cancer
Incidence and risk of severe infections associated with anti-epidermal growth factor receptor monoclonal antibodies in cancer patients: a systematic review and meta-analysis,"Wei-Xiang Qi, Shen Fu, Qing Zhang and Xiao-Mao Guo",5 November 2014,BMC Medicine,2014 12:203,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-014-0203-5,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-014-0203-5.pdf,10.1186/s12916-014-0203-5,4,cancer
Assessment of genetic susceptibility to multiple primary cancers through whole-exome sequencing in two large multi-ancestry studies,"Taylor B. Cavazos, Linda Kachuri, Rebecca E. Graff, Jovia L. Nierenberg, Khanh K. Thai, Stacey Alexeeff, Stephen Van Den Eeden, Douglas A. Corley, Lawrence H. Kushi, Thomas J. Hoffmann, Elad Ziv, Laurel A. Habel, Eric Jorgenson, Lori C. Sakoda and John S. Witte",6 October 2022,BMC Medicine,2022 20:332,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02535-6,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-022-02535-6.pdf,10.1186/s12916-022-02535-6,4,cancer
LASS2 enhances chemosensitivity to cisplatin by inhibiting PP2A-mediated β-catenin dephosphorylation in a subset of stem-like bladder cancer cells,"Hongjin Shi, Zhiyong Tan, Bowen Duan, Chunming Guo, Chong Li, Ting Luan, Ning Li, Yinglong Huang, Shi Chen, Jixian Gao, Wei Feng, Haole Xu, Jiansong Wang, Shi Fu and Haifeng Wang",9 January 2024,BMC Medicine,2024 22:19,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-023-03243-5,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-023-03243-5.pdf,10.1186/s12916-023-03243-5,4,cancer
Potential clinical utility of liquid biopsy in early-stage non-small cell lung cancer,"Haifeng Shen, Yichen Jin, Heng Zhao, Manqi Wu, Kai Zhang, Zihan Wei, Xin Wang, Ziyang Wang, Yun Li, Fan Yang, Jun Wang and Kezhong Chen",14 December 2022,BMC Medicine,2022 20:480,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02681-x,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-022-02681-x.pdf,10.1186/s12916-022-02681-x,4,cancer
Construction of a risk stratification model integrating ctDNA to predict response and survival in neoadjuvant-treated breast cancer,"Zhaoyun Liu, Bo Yu, Mu Su, Chenxi Yuan, Cuicui Liu, Xinzhao Wang, Xiang Song, Chao Li, Fukai Wang, Jianli Ma, Meng Wu, Dawei Chen, Jinming Yu and Zhiyong Yu",12 December 2023,BMC Medicine,2023 21:493,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-023-03163-4,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-023-03163-4.pdf,10.1186/s12916-023-03163-4,4,cancer
Systematic analysis of IL-6 as a predictive biomarker and desensitizer of immunotherapy responses in patients with non-small cell lung cancer,"Chengming Liu, Lu Yang, Haiyan Xu, Sufei Zheng, Zhanyu Wang, Sihui Wang, Yaning Yang, Shuyang Zhang, Xiaoli Feng, Nan Sun, Yan Wang and Jie He",13 May 2022,BMC Medicine,2022 20:187,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02356-7,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-022-02356-7.pdf,10.1186/s12916-022-02356-7,4,cancer
Potential value of ctDNA monitoring in metastatic HR + /HER2 − breast cancer: longitudinal ctDNA analysis in the phase Ib MONALEESASIA trial,"Joanne Chiu, Fei Su, Mukta Joshi, Norikazu Masuda, Takashi Ishikawa, Tomoyuki Aruga, Juan Pablo Zarate, Naveen Babbar, O. Alejandro Balbin and Yoon-Sim Yap",15 August 2023,BMC Medicine,2023 21:306,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-023-03017-z,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-023-03017-z.pdf,10.1186/s12916-023-03017-z,4,cancer
Septin 9 methylated DNA is a sensitive and specific blood test for colorectal cancer,"Jorja D Warren, Wei Xiong, Ashley M Bunker, Cecily P Vaughn, Larissa V Furtado, William L Roberts, John C Fang, Wade S Samowitz and Karen A Heichman",14 December 2011,BMC Medicine,2011 9:133,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-9-133,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-9-133.pdf,10.1186/1741-7015-9-133,4,cancer
Tamoxifen for the management of breast events induced by non-steroidal antiandrogens in patients with prostate cancer: a systematic review,"Frank Kunath, Bastian Keck, Gerd Antes, Bernd Wullich and Joerg J Meerpohl",28 August 2012,BMC Medicine,2012 10:96,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-10-96,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-10-96.pdf,10.1186/1741-7015-10-96,4,cancer
Association of Mediterranean diet with survival after breast cancer diagnosis in women from nine European countries: results from the EPIC cohort study,"Carlota Castro-Espin, Catalina Bonet, Marta Crous-Bou, Núria Nadal-Zaragoza, Anne Tjønneland, Lene Mellemkjær, Mariem Hajji-Louati, Thérèse Truong, Verena Katzke, Charlotte Le Cornet, Matthias B. Schulze, Franziska Jannasch, Giovanna Masala, Sabina Sieri, Salvatore Panico, Chiara Di Girolamo…",26 June 2023,BMC Medicine,2023 21:225,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-023-02934-3,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-023-02934-3.pdf,10.1186/s12916-023-02934-3,5,cancer
Clinical and molecular factors that impact the efficacy of first-line crizotinib in ROS1-rearranged non-small-cell lung cancer: a large multicenter retrospective study,"Yongchang Zhang, Xiangyu Zhang, Ruiguang Zhang, Qinqin Xu, Haiyan Yang, Analyn Lizaso, Chunwei Xu, Jun Liu, Wenxian Wang, Sai-Hong Ignatius Ou, Jiexia Zhang, Zhengbo Song and Nong Yang",13 September 2021,BMC Medicine,2021 19:206,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-021-02082-6,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-021-02082-6.pdf,10.1186/s12916-021-02082-6,5,cancer
Neoadjuvant or adjuvant therapy for resectable esophageal cancer: a systematic review and meta-analysis,"Richard A Malthaner, Rebecca KS Wong, R Bryan Rumble and Lisa Zuraw",24 September 2004,BMC Medicine,2004 2:35,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-2-35,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-2-35.pdf,10.1186/1741-7015-2-35,5,cancer
A randomized phase II study of carboplatin plus pegylated liposomal doxorubicin versus carboplatin plus paclitaxel in platinum sensitive ovarian cancer patients: a Hellenic Cooperative Oncology Group study,"Dimitrios Bafaloukos, Helena Linardou, Gerasimos Aravantinos, Christos Papadimitriou, Aristotelis Bamias, George Fountzilas, Haralabos P Kalofonos, Paris Kosmidis, Eleni Timotheadou, Thomas Makatsoris, Epaminondas Samantas, Evangelos Briasoulis, Christos Christodoulou, Pavlos Papakostas, Dimitrios Pectasides and Athanasios M Dimopoulos",7 January 2010,BMC Medicine,2010 8:3,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-8-3,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-8-3.pdf,10.1186/1741-7015-8-3,5,cancer
"Real-world effectiveness of primary screening with high-risk human papillomavirus testing in the cervical cancer screening programme in China: a nationwide, population-based study","Yanxia Zhao, Heling Bao, Lan Ma, Bo Song, Jiangli Di, Linhong Wang, Yanqiu Gao, Wenhui Ren, Shi Wang, Hai-Jun Wang and Jiuling Wu",15 July 2021,BMC Medicine,2021 19:164,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-021-02026-0,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-021-02026-0.pdf,10.1186/s12916-021-02026-0,5,cancer
Methodological issues in detecting gene-gene interactions in breast cancer susceptibility: a population-based study in Ontario,"Laurent Briollais, Yuanyuan Wang, Isaac Rajendram, Venus Onay, Ellen Shi, Julia Knight and Hilmi Ozcelik",7 August 2007,BMC Medicine,2007 5:22,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-5-22,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-5-22.pdf,10.1186/1741-7015-5-22,5,cancer
Are immune-related adverse events associated with the efficacy of immune checkpoint inhibitors in patients with cancer? A systematic review and meta-analysis,"Xiaoxiang Zhou, Zhuoran Yao, Huaxia Yang, Naixin Liang, Xuan Zhang and Fengchun Zhang",20 April 2020,BMC Medicine,2020 18:87,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01549-2,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01549-2.pdf,10.1186/s12916-020-01549-2,5,cancer
A case study using the United Republic of Tanzania: costing nationwide HPV vaccine delivery using the WHO Cervical Cancer Prevention and Control Costing Tool,"Raymond Hutubessy, Ann Levin, Susan Wang, Winthrop Morgan, Mariam Ally, Theopista John and Nathalie Broutet",13 November 2012,BMC Medicine,2012 10:136,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-10-136,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-10-136.pdf,10.1186/1741-7015-10-136,5,cancer
Survival outcomes of stage I colorectal cancer: development and validation of the ACEPLY model using two prospective cohorts,"Qingbin Wu, Pengju Chen, Chi Shu, Lin Chen, Zechuan Jin, Jun Huang, Xin Wang, Xue Li, Mingtian Wei, Tinghan Yang, Xiangbing Deng, Aiwen Wu, Yazhou He and Ziqiang Wang",4 January 2023,BMC Medicine,2023 21:3,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02693-7,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-022-02693-7.pdf,10.1186/s12916-022-02693-7,5,cancer
Development of models for cervical cancer screening: construction in a cross-sectional population and validation in two screening cohorts in China,"Zeni Wu, Tingyuan Li, Yongli Han, Mingyue Jiang, Yanqin Yu, Huifang Xu, Lulu Yu, Jianfeng Cui, Bin Liu, Feng Chen, Jian Yin, Xun Zhang, Qinjing Pan, Youlin Qiao and Wen Chen",3 September 2021,BMC Medicine,2021 19:197,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-021-02078-2,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-021-02078-2.pdf,10.1186/s12916-021-02078-2,5,cancer
Hypoxia inducible factor 1α gene (HIF-1α) splice variants: potential prognostic biomarkers in breast cancer,"Jean-Philippe Dales, Nathalie Beaufils, Monique Silvy, Christophe Picard, Vanessa Pauly, Vincent Pradel, Christine Formisano-Tréziny, Pascal Bonnier, Sophie Giusiano, Colette Charpin and Jean Gabert",12 July 2010,BMC Medicine,2010 8:44,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-8-44,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-8-44.pdf,10.1186/1741-7015-8-44,5,cancer
Targeting the epidermal growth factor receptor in non-small cell lung cancer cells: the effect of combining RNA interference with tyrosine kinase inhibitors or cetuximab,"Gang Chen, Peter Kronenberger, Erik Teugels, Ijeoma Adaku Umelo and Jacques De Grève",21 March 2012,BMC Medicine,2012 10:28,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-10-28,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-10-28.pdf,10.1186/1741-7015-10-28,5,cancer
Distinct metabolic biomarkers to distinguish IgG4-related disease from Sjogren’s syndrome and pancreatic cancer and predict disease prognosis,"Songxin Yan, Yu Peng, Ziyan Wu, Linlin Cheng, Haolong Li, Honglin Xu, Yuan Huang, Wen Zhang and Yongzhe Li",27 December 2022,BMC Medicine,2022 20:497,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02700-x,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-022-02700-x.pdf,10.1186/s12916-022-02700-x,5,cancer
Mendelian randomization analysis of factors related to ovulation and reproductive function and endometrial cancer risk,"Shannon D’Urso, Pooja Arumugam, Therese Weider, Liang-Dar Hwang, Tom A. Bond, John P. Kemp, Nicole M. Warrington, David M. Evans, Tracy A. O’Mara and Gunn-Helen Moen",1 November 2022,BMC Medicine,2022 20:419,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02585-w,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-022-02585-w.pdf,10.1186/s12916-022-02585-w,5,cancer
Computer-assisted quantification of tumor-associated collagen signatures to improve the prognosis prediction of breast cancer,"Gangqin Xi, Lida Qiu, Shuoyu Xu, Wenhui Guo, Fangmeng Fu, Deyong Kang, Liqin Zheng, Jiajia He, Qingyuan Zhang, Lianhuang Li, Chuan Wang and Jianxin Chen",18 November 2021,BMC Medicine,2021 19:273,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-021-02146-7,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-021-02146-7.pdf,10.1186/s12916-021-02146-7,5,cancer
