Temp (F),RH (%),Dewpt (F),Wind Spd (mph),Wind Direction (deg),Peak Wind Gust(mph),Low Cloud Ht (ft),Med Cloud Ht (ft),High Cloud Ht (ft),Visibility (mi),Atm Press (hPa),Sea Lev Press (hPa),Altimeter (hPa),Precip (in),Wind Chill (F),Heat Index (F),Lake_Visible,LES_Cloud_Exist
21,77,15,16,230,m,1500,2100,3100,3,1001.9,1026.3,1025.1,0,7,NC,N,N
20,81,15,15,190,23,1500,m,m,1,1001.9,1026,1025.1,0,6,NC,N,N
21,85,18,14,180,m,1300,1900,m,2,1001.5,M,1024.7,m,8,NC,N,N
19,80,14,11,50,m,1100,1700,m,2,1002.2,1026.5,1025.4,0,7,NC,N,N
19,73,12,11,40,m,2200,m,m,9,1002.9,1027.1,1026.1,0,7,NC,N,N
18,72,10,8,40,m,3000,4200,m,10,1003.5,M,1026.8,m,8,NC,N,N
18,70,10,7,50,m,4100,m,m,10,1004.5,1028.8,1027.8,0,9,NC,N,N
17,73,10,5,60,m,3700,m,m,10,1004.5,1028.7,1027.8,0,9,NC,N,N
17,73,10,7,60,m,4300,m,m,10,1005.2,1029.4,1028.4,0,7,NC,N,N
16,76,10,0,0,m,4500,m,m,10,1005.8,1030.3,1029.1,0,NC,NC,N,N
14,83,10,0,0,m,4300,m,m,9,1006.8,1031.3,1030.1,0,NC,NC,Y,N
16,80,11,0,0,m,3600,4500,m,8,1007.5,1031.9,1030.8,0,NC,NC,Y,N
17,76,11,0,0,m,4400,m,m,9,1007.8,1032.4,1031.2,0,NC,NC,Y,N
19,70,11,3,190,m,4200,m,m,10,1008.5,1033,1031.8,0,NC,NC,Y,N
20,77,14,0,0,m,4400,m,m,10,1008.5,1032.8,1031.8,0,NC,NC,Y,N
21,73,14,0,0,m,4000,m,m,9,1008.2,1032.5,1031.5,0,NC,NC,Y,N
21,79,16,0,0,m,3200,4500,m,4,1007.8,M,1031.2,0.01,NC,NC,Y,N
23,74,16,5,190,m,4000,m,m,9,1007.8,1032.2,1031.2,0,17,NC,Y,N
22,77,16,3,140,m,3000,3800,4200,9,1007.8,1032.3,1031.2,0,NC,NC,Y,N
19,84,15,6,120,m,3300,3700,m,9,1008.2,1032.7,1031.5,0,11,NC,Y,N
19,84,15,7,110,m,3400,3700,m,9,1007.8,1032.5,1031.2,0,10,NC,N,N
20,81,15,8,130,m,3000,3400,4100,7,1007.8,1032.4,1031.2,0,10,NC,N,N
16,80,11,9,120,m,3500,4100,m,9,1007.8,1032.3,1031.2,0,5,NC,N,N
18,80,13,10,130,m,3200,m,m,5,1007.5,1031.9,1030.8,0,6,NC,N,N
18,80,13,10,140,m,2700,3500,m,6,1007.2,1031.6,1030.5,0,6,NC,N,N
16,76,10,9,140,m,3300,m,m,10,1006.8,1031.3,1030.1,0,5,NC,N,N
16,76,10,11,140,m,M,m,m,10,1006.5,1030.8,1029.8,0,3,NC,N,N
15,80,10,10,140,m,10000,m,m,10,1005.5,1030,1028.8,0,3,NC,N,N
16,76,10,10,140,m,8000,m,m,10,1004.5,1029.1,1027.8,0,4,NC,N,N
17,73,10,13,140,m,6000,7500,m,10,1003.9,1028.3,1027.1,0,3,NC,N,N
17,73,10,11,150,20,4600,6500,m,10,1002.9,1027.2,1026.1,0,5,NC,N,N
18,70,10,13,160,m,6500,m,m,10,1001.5,1026,1024.7,0,5,NC,N,N
18,73,11,15,140,m,2400,3000,m,9,1000.9,1025.2,1024,0,4,NC,N,N
18,84,14,11,150,m,600,m,m,1,1000.2,1024.6,1023.4,0.04,6,NC,N,N
19,84,15,11,150,m,800,m,m,1,999.9,1024.3,1023,0.05,7,NC,Y,N
27,73,19,20,210,m,2000,2600,3000,5,999.5,M,1022.7,0.02,13,NC,Y,N
26,77,20,20,220,26,2000,m,m,1,999.2,1023.5,1022.4,0,12,NC,Y,N
27,74,20,17,230,m,2000,m,m,2,999.2,1023.3,1022.4,0,14,NC,Y,N
27,78,21,15,240,m,1600,m,m,2,998.5,1022.6,1021.7,0,15,NC,Y,N
28,74,21,17,230,23,1600,m,m,3,997.5,1021.8,1020.7,0,16,NC,Y,N
28,77,22,11,240,m,1700,2500,3000,4,996.9,1020.9,1020,0,18,NC,Y,N
29,68,20,13,240,m,2200,m,m,8,996.5,1020.5,1019.6,0,19,NC,Y,N
29,71,21,14,240,20,2000,m,m,8,996.5,1020.6,1019.6,0,18,NC,Y,N
28,77,22,9,240,m,1600,2100,m,2,996.5,1020.5,1019.6,0,19,NC,Y,N
28,84,24,9,250,m,1200,1800,m,2,996.2,1020.2,1019.3,0.02,19,NC,N,N
28,84,24,9,250,m,800,1700,2400,1,995.9,1019.9,1019,0.03,19,NC,N,N
28,84,24,10,250,16,800,1500,m,1,995.5,1019.7,1018.6,0.03,19,NC,N,N
28,81,23,10,270,m,1200,2100,m,1,995.2,1019.1,1018.3,0.03,19,NC,N,N
28,81,23,8,260,m,1200,2100,m,4,994.9,1018.7,1017.9,0.02,20,NC,N,N
27,86,23,7,260,m,800,1400,2000,1,993.5,M,1016.6,0.02,19,NC,N,N
28,81,23,8,260,m,800,1200,1900,1,993.5,1017.5,1016.6,0.02,20,NC,N,N
27,86,23,7,260,m,1000,1400,3200,2,993.2,M,1016.3,0.01,19,NC,N,N
28,79,23,9,290,17,1000,1800,3000,1,993.2,M,1016.3,m,19,NC,N,N
28,74,21,11,280,m,1900,2500,3100,8,993.2,1017.1,1016.3,0.01,18,NC,N,N
28,71,20,14,300,18,2200,2800,m,7,993.9,1017.7,1016.9,0,17,NC,N,N
27,73,19,16,300,23,1300,2600,3900,5,993.9,M,1016.9,0.01,15,NC,N,N
24,61,13,18,280,28,2900,3700,m,10,994.9,1019,1017.9,0,10,NC,N,N
23,62,12,18,290,23,2800,3600,m,10,996.2,1020.3,1019.3,0,9,NC,N,N
23,64,13,15,290,24,2800,3300,m,10,997.2,1021.1,1020.3,0,10,NC,Y,N
23,67,14,14,300,21,2600,3300,m,7,997.9,1022,1021,0,11,NC,Y,N
24,64,14,11,290,18,2400,3100,m,9,998.9,1023,1022,0,13,NC,Y,N
24,64,14,9,300,m,2700,3300,m,10,999.9,1023.9,1023,0,14,NC,Y,N
25,62,14,9,290,m,2700,3300,m,10,999.9,1024,1023,0,16,NC,Y,N
26,65,16,6,290,m,2500,m,m,10,999.5,1023.7,1022.7,0,19,NC,Y,N
26,65,16,8,260,m,2300,m,m,10,999.5,1023.5,1022.7,0,18,NC,Y,N
26,68,17,10,220,m,2300,6000,m,10,999.5,1023.4,1022.7,0,16,NC,Y,N
27,74,20,11,220,m,2100,m,m,6,999.2,1023.2,1022.4,0,17,NC,Y,N
27,81,22,6,200,m,1600,3000,3400,1,999.2,1023.1,1022.4,0,20,NC,Y,N
29,84,25,8,210,m,1200,1700,m,2,999.2,1023.3,1022.4,0.01,21,NC,N,N
30,85,26,13,220,m,1000,1400,1900,2,999.2,1023.2,1022.4,0.02,20,NC,N,N
30,88,27,10,200,m,600,m,m,1,999.2,1023.3,1022.4,0.05,21,NC,N,N
29,88,26,8,190,m,600,m,m,1,999.2,1023.4,1022.4,0.07,21,NC,N,N
27,92,25,8,120,m,600,m,m,2,998.9,M,1022,m,19,NC,N,N
34,80,28,13,280,m,800,1300,1800,3,998.9,M,1022,m,25,NC,N,N
33,81,28,0,0,m,1500,m,m,6,999.2,1023.1,1022.4,0.01,NC,NC,N,N
32,81,27,5,320,m,1500,m,m,10,998.9,1022.9,1022,0,27,NC,N,N
31,81,26,5,320,m,1500,m,m,10,999.2,1023.1,1022.4,0,26,NC,N,N
29,88,26,0,0,m,1500,m,m,5,999.9,1023.8,1023,0,NC,NC,N,N
28,88,25,0,0,m,1500,m,m,5,999.9,1023.8,1023,0,NC,NC,N,N
27,88,24,0,0,m,1500,m,m,4,999.9,1024,1023,0,NC,NC,N,N
26,88,23,5,60,m,1500,m,m,6,1000.2,1024.4,1023.4,0,20,NC,N,N
23,87,20,3,40,m,1700,m,m,7,1001.2,1025.2,1024.4,0,NC,NC,N,N
22,84,18,3,100,m,1700,m,m,7,1001.5,1025.7,1024.7,0,NC,NC,Y,N
21,87,18,5,150,m,1700,m,m,5,1001.5,1025.7,1024.7,0,14,NC,Y,N
26,84,22,7,130,m,1500,m,m,5,1001.5,1025.5,1024.7,0,18,NC,Y,N
28,84,24,8,140,m,1700,m,m,5,1001.2,1025.3,1024.4,0,20,NC,Y,N
32,81,27,7,150,m,1700,m,m,4,1000.9,1024.7,1024,0,25,NC,Y,N
35,78,29,9,190,m,1700,m,m,8,999.5,1023.5,1022.7,0,28,NC,Y,N
36,78,30,15,210,m,1700,m,m,7,998.9,1022.6,1022,0,27,NC,Y,N
37,78,31,15,200,m,1500,m,m,6,997.9,1021.6,1021,0,28,NC,Y,N
37,75,30,15,200,m,1500,15000,18000,8,997.2,1021.1,1020.3,0,28,NC,Y,N
37,78,31,14,200,m,15000,18000,m,8,996.9,1020.8,1020,0,28,NC,Y,N
38,72,30,15,190,m,14000,20000,m,10,995.9,1019.7,1019,0,29,NC,N,N
39,72,31,17,200,24,14000,25000,m,10,994.9,1018.7,1017.9,0,30,NC,N,N
40,73,32,21,200,29,10000,25000,m,10,993.9,1017.7,1016.9,0,30,NC,N,N
40,73,32,20,200,28,10000,m,m,10,993.2,1016.9,1016.3,0,30,NC,N,N
40,73,32,20,220,M,9500,m,m,10,992.9,1016.8,1015.9,0,30,NC,N,N
40,73,32,20,220,m,9000,25000,m,10,992.9,1016.5,1015.9,0,30,NC,N,N
41,70,32,18,240,25,M,m,m,10,993.2,1016.7,1016.3,0,32,NC,N,N
41,70,32,15,240,22,M,m,m,10,993.2,1016.7,1016.3,0,33,NC,N,N
40,69,31,15,250,21,M,m,m,10,992.9,1016.5,1015.9,0,32,NC,N,N
39,72,31,11,250,m,M,m,m,10,992.9,1016.5,1015.9,0,32,NC,N,N
39,72,31,11,260,m,M,m,m,10,993.9,1017.6,1016.9,0,32,NC,N,N
38,75,31,9,250,m,M,m,m,10,993.2,1016.9,1016.3,0,32,NC,N,N
37,75,30,8,260,m,M,m,m,10,993.9,1017.6,1016.9,0,31,NC,N,N
36,78,30,5,260,m,M,m,m,10,993.9,1017.6,1016.9,0,32,NC,N,N
32,88,29,6,210,m,M,m,m,8,994.2,1017.8,1017.3,0,26,NC,Y,N
34,85,30,7,210,m,M,m,m,8,993.9,1017.6,1016.9,0,28,NC,Y,N
39,79,33,13,210,m,M,m,m,9,994.2,1017.7,1017.3,0,31,NC,Y,N
39,79,33,13,210,m,M,m,m,10,993.9,1017.5,1016.9,0,31,NC,Y,N
40,76,33,15,200,m,M,m,m,10,993.2,1016.7,1016.3,0,32,NC,Y,N
40,79,34,17,200,25,1200,15000,m,10,992.2,1015.6,1015.2,0,31,NC,Y,N
40,79,34,17,180,m,2000,m,m,10,990.9,1014.3,1013.9,0,31,NC,Y,N
41,73,33,13,190,m,1200,m,m,10,990.2,1013.7,1013.2,0,34,NC,Y,N
41,73,33,17,190,m,M,m,m,10,989.9,1013.5,1012.9,0,33,NC,Y,N
42,70,33,13,180,m,M,m,m,10,989.6,1013,1012.5,0,35,NC,Y,N
42,70,33,16,190,24,15000,m,m,10,988.9,1012.3,1011.9,0,34,NC,N,N
43,70,34,20,190,29,M,m,m,10,988.2,1011.6,1011.2,0,34,NC,N,N
43,70,34,18,200,m,M,m,m,10,987.9,1011.4,1010.8,0,35,NC,N,N
42,72,34,20,200,26,M,m,m,10,987.9,1011.2,1010.8,0,33,NC,N,N
42,72,34,18,200,26,M,m,m,10,987.2,1010.5,1010.2,0,34,NC,N,N
41,75,34,20,200,30,M,m,m,10,987.2,1010.5,1010.2,0,32,NC,N,N
41,73,33,18,200,25,M,m,m,10,986.6,1010,1009.5,0,32,NC,N,N
40,76,33,20,210,m,M,m,m,10,985.9,1009.2,1008.8,0,30,NC,N,N
40,76,33,18,210,m,M,m,m,10,985.2,1008.5,1008.1,0,31,NC,N,N
40,73,32,18,210,28,M,m,m,10,985.2,1008.6,1008.1,0,31,NC,N,N
39,75,32,16,210,m,M,m,m,10,984.9,1008.1,1007.8,0,30,NC,N,N
39,75,32,13,230,m,M,m,m,10,983.9,1007.2,1006.8,0,31,NC,N,N
39,75,32,11,230,m,20000,m,m,10,983.6,1006.9,1006.4,0,32,NC,N,N
40,73,32,9,240,m,20000,m,m,10,983.9,1007.1,1006.8,0,34,NC,N,N
39,72,31,8,300,m,2500,23000,m,10,983.9,1007.2,1006.8,0,33,NC,Y,N
37,74,30,10,340,m,1300,2000,m,5,984.2,M,1007.1,m,30,NC,Y,N
33,84,29,20,340,m,800,m,m,8,985.2,1008.5,1008.1,0,21,NC,Y,N
31,78,25,16,350,25,1000,m,m,10,986.2,1009.9,1009.1,0,20,NC,Y,N
30,74,23,20,350,24,1000,1500,m,10,986.6,1010.2,1009.5,0,17,NC,Y,N
28,74,21,18,340,m,1800,2100,m,10,986.9,1010.4,1009.8,0,15,NC,Y,N
28,71,20,17,350,25,1600,2000,2500,10,987.6,1010.9,1010.5,0,16,NC,Y,N
27,73,19,22,330,m,1400,m,m,10,988.2,M,1011.2,m,13,NC,Y,N
25,71,17,18,340,m,1800,m,m,10,989.6,1013.2,1012.5,0,11,NC,Y,N
24,70,16,21,340,M,1800,m,m,10,990.6,1014.3,1013.5,0,9,NC,Y,N
22,71,14,20,350,m,1800,m,m,6,991.9,1015.5,1014.9,0,7,NC,N,N
22,67,13,11,340,m,2200,m,m,10,992.2,1016,1015.2,0,11,NC,N,N
21,64,11,16,330,25,2900,m,m,10,993.5,1017.3,1016.6,0,7,NC,N,N
19,67,10,13,340,m,2600,3100,m,10,993.9,M,1016.9,m,6,NC,N,N
20,64,10,8,360,m,3100,m,m,10,994.5,1018.6,1017.6,0,10,NC,N,N
19,67,10,10,340,m,3300,m,m,9,995.2,1019.2,1018.3,0,8,NC,N,N
19,67,10,11,350,m,3000,3500,m,9,995.9,1019.8,1019,0,7,NC,N,N
18,67,9,13,350,m,3500,m,m,10,995.9,1020,1019,0,5,NC,N,N
18,64,8,14,340,21,3300,m,m,10,996.5,1020.5,1019.6,0,4,NC,N,N
17,61,6,13,330,m,3300,m,m,10,997.5,1021.8,1020.7,0,3,NC,N,N
16,61,5,15,350,m,3100,m,m,10,998.2,1022.4,1021.3,0,1,NC,N,N
16,58,4,8,10,m,3100,m,m,10,998.5,1022.6,1021.7,0,5,NC,N,N
15,60,4,5,360,m,3100,m,m,10,998.9,1023.1,1022,0,7,NC,N,N
16,61,5,3,30,m,3100,m,m,10,999.2,1023.6,1022.4,0,NC,NC,N,N
15,63,5,0,0,m,2700,m,m,10,999.9,1024.2,1023,0,NC,NC,Y,N
15,63,5,0,0,m,2500,m,m,8,1000.5,1025,1023.7,0,NC,NC,Y,Y
15,69,7,3,130,m,2300,3000,m,3,1001.2,1025.7,1024.4,0,NC,NC,Y,Y
15,73,8,3,120,m,2300,2800,m,1,1001.5,1025.8,1024.7,0.01,NC,NC,Y,Y
15,76,9,3,120,m,2500,m,m,1,1001.2,1025.4,1024.4,0,NC,NC,Y,Y
17,73,10,0,0,m,2000,2800,m,1,1000.2,1024.5,1023.4,0,NC,NC,Y,N
18,67,9,7,280,m,2600,m,m,2,999.2,M,1022.4,0,9,NC,Y,N
18,67,9,8,260,m,2700,3200,m,2,998.9,M,1022,m,8,NC,Y,N
17,64,7,7,280,m,2600,m,m,9,998.9,1023,1022,0.01,7,NC,Y,N
17,67,8,8,250,m,2200,3000,m,7,998.5,1022.9,1021.7,0,7,NC,Y,N
17,67,8,8,250,m,2300,2900,m,6,998.5,1023,1021.7,0,7,NC,N,N
16,61,5,8,250,m,2900,3400,10000,10,998.2,M,1021.3,m,5,NC,N,N
18,62,7,9,250,m,2600,3000,m,10,998.2,M,1021.3,m,7,NC,N,N
16,64,6,9,270,m,2800,5500,m,10,997.5,1022,1020.7,0,5,NC,N,N
16,67,7,8,270,m,2700,3400,m,4,997.2,1021.5,1020.3,0,5,NC,N,N
16,72,9,9,280,18,1700,2300,m,2,996.9,M,1020,m,5,NC,N,N
15,76,9,9,280,m,1600,m,m,1,996.9,1021.1,1020,0.01,3,NC,N,N
16,72,9,5,290,m,1700,m,m,1,995.9,M,1019,m,8,NC,N,N
14,78,9,10,280,m,1200,m,m,1,995.9,M,1019,0.02,1,NC,N,N
14,76,8,14,290,20,1400,2000,3700,1,995.9,1020.1,1019,0.01,-1,NC,N,N
15,66,6,10,290,m,1700,2600,m,5,995.9,1020.1,1019,0.01,3,NC,N,N
14,78,9,10,300,18,1300,1800,2400,2,995.9,M,1019,m,1,NC,N,N
15,69,7,14,310,21,1700,2500,m,6,996.5,1020.7,1019.6,0,0,NC,N,N
15,63,5,9,310,20,2500,2900,m,5,997.2,1021.4,1020.3,M,3,NC,N,N
15,66,6,11,310,20,2700,3300,m,6,997.9,1022.2,1021,0.01,2,NC,Y,N
15,66,6,9,300,17,2800,m,m,4,998.5,1022.9,1021.7,0,3,NC,Y,N
16,67,7,10,300,17,2500,3200,m,7,998.9,M,1022,m,4,NC,Y,N
16,72,9,9,300,m,1800,2400,3400,1,999.9,M,1023,m,5,NC,Y,N
16,67,7,11,260,m,2400,3200,m,2,1000.5,M,1023.7,0.01,3,NC,Y,N
17,61,6,15,260,22,2300,2900,3600,2,1000.5,1024.9,1023.7,0,2,NC,Y,N
18,67,9,9,270,20,1600,2200,3100,1,999.9,M,1023,m,7,NC,Y,N
17,67,8,16,270,23,2400,3100,m,5,1000.2,1024.5,1023.4,0,2,NC,Y,N
18,61,7,11,280,18,2500,3100,m,9,999.9,1024.3,1023,0,6,NC,Y,N
18,64,8,14,280,m,2500,3100,m,10,1000.5,1025.1,1023.7,0,4,NC,Y,N
17,70,9,13,290,21,2000,m,m,2,1001.2,1025.6,1024.4,0,3,NC,N,N
17,64,7,9,290,20,3200,m,m,9,1001.4,1025.6,M,m,6,NC,N,N
17,61,6,13,330,18,2900,4400,m,10,1001.5,1026,1024.7,0,3,NC,N,N
18,62,7,10,330,m,2700,6000,m,10,1002.2,M,1025.4,m,6,NC,N,N
16,64,6,10,340,m,2500,m,m,10,1002.9,1027.4,1026.1,0,4,NC,N,N
15,66,6,8,20,m,2500,m,m,10,1003.5,1028,1026.8,0,4,NC,N,N
14,66,5,5,20,m,2500,m,m,10,1003.9,1028.3,1027.1,0,6,NC,N,N
14,63,4,8,20,m,2900,m,m,10,1003.5,1027.9,1026.8,0,3,NC,N,N
13,66,4,6,40,m,2900,11000,m,10,1003.2,1027.8,1026.4,0,4,NC,N,N
12,66,3,8,50,m,10000,m,m,10,1003.2,1027.8,1026.4,0,0,NC,N,N
12,66,3,8,70,m,10000,m,m,10,1003.5,1028.1,1026.8,0,0,NC,N,N
12,63,2,7,60,m,10000,m,m,10,1003.5,1028,1026.8,0,1,NC,N,N
11,66,2,9,60,m,10000,m,m,10,1004.2,1028.6,1027.4,0,-2,NC,N,N
11,66,2,8,60,m,8000,m,m,10,1004.5,1029.1,1027.8,0,-1,NC,N,N
11,63,1,9,70,m,7000,m,m,10,1004.8,1029.3,1028.1,0,-2,NC,Y,N
11,60,0,9,80,m,8000,m,m,10,1004.8,1029.4,1028.1,0,-2,NC,Y,N
11,60,0,10,80,m,9000,m,m,10,1005.5,1030.1,1028.8,0,-2,NC,Y,Y
11,60,0,7,50,m,8000,m,m,10,1005.8,1030.5,1029.1,0,0,NC,Y,Y
12,57,0,13,60,m,7000,8000,m,10,1004.8,1029.7,1028.1,0,-3,NC,Y,Y
13,55,0,13,60,m,6500,m,m,10,1004.2,1028.5,1027.4,0,-2,NC,Y,Y
14,50,-1,11,80,m,6000,m,m,10,1003.5,1027.9,1026.8,0,1,NC,Y,Y
14,52,0,10,80,m,5500,6000,7000,10,1003.2,1027.8,1026.4,0,1,NC,Y,Y
14,52,0,14,60,m,6000,8500,11000,10,1003.2,1027.8,1026.4,0,-1,NC,Y,N
14,55,1,13,70,m,7000,9000,14000,10,1002.9,1027.6,1026.1,0,0,NC,Y,N
14,55,1,11,70,m,8500,15000,m,10,1002.9,1027.6,1026.1,0,1,NC,N,N
14,52,0,13,50,21,8500,15000,m,10,1003.2,1027.6,1026.4,0,0,NC,N,N
13,55,0,10,50,m,5500,8000,18000,10,1003.2,1027.7,1026.4,0,0,NC,N,N
13,55,0,10,50,m,5000,9000,18000,10,1002.9,1027.4,1026.1,0,0,NC,N,N
13,55,0,9,60,m,4800,5500,m,10,1002.5,1027.1,1025.7,0,1,NC,N,N
13,58,1,11,60,m,4600,5000,m,9,1002.2,1026.8,1025.4,0,0,NC,N,N
13,63,3,9,60,m,5000,m,m,10,1001.5,1026.1,1024.7,0,1,NC,N,N
13,66,4,14,60,m,5000,6000,7500,10,1000.9,1025.6,1024,0,-2,NC,N,N
13,66,4,13,60,21,8000,m,m,10,1000.5,1024.9,1023.7,0,-2,NC,N,N
13,66,4,13,50,23,5000,7500,m,10,1000.5,1024.8,1023.7,0,-2,NC,N,N
13,66,4,15,50,23,4800,m,m,10,1000.2,1024.6,1023.4,0,-3,NC,N,N
13,66,4,15,50,m,6000,7500,m,10,999.9,1024.4,1023,0,-3,NC,N,N
13,63,3,10,40,m,2200,6500,8000,10,999.9,1024.2,1023,0,0,NC,N,N
12,66,3,9,30,m,6500,8000,m,10,999.5,1024.1,1022.7,0,0,NC,N,N
12,63,2,11,40,m,2300,9000,m,10,999.9,1024.4,1023,0,-2,NC,Y,N
12,63,2,9,20,m,9000,m,m,10,1000.5,1025.1,1023.7,0,0,NC,Y,N
12,63,2,9,30,m,9500,m,m,10,1001.2,1025.7,1024.4,0,0,NC,Y,N
13,60,2,10,50,m,9500,m,m,10,1001.2,1025.9,1024.4,0,0,NC,Y,N
12,57,0,13,50,m,7000,9500,m,10,1001.2,1025.6,1024.4,0,-3,NC,Y,N
13,58,1,10,30,m,6000,7500,10000,10,1000.2,1024.8,1023.4,0,0,NC,Y,N
13,55,0,13,30,m,4900,6000,10000,10,1000.2,1024.8,1023.4,0,-2,NC,Y,N
14,55,1,8,20,m,7500,10000,13000,10,1000.5,1024.9,1023.7,0,3,NC,Y,N
14,52,0,15,30,m,7500,11000,20000,10,1000.9,1025.3,1024,0,-1,NC,Y,N
13,53,-1,8,30,m,5000,11000,14000,10,1001.5,1026.1,1024.7,0,2,NC,Y,N
11,58,-1,5,30,m,5500,10000,14000,10,1002.5,1027,1025.7,0,2,NC,N,N
7,69,-1,0,0,m,5000,13000,m,10,1002.9,1027.6,1026.1,0,NC,NC,N,N
9,63,-1,5,20,m,5000,15000,m,10,1003.5,1028.1,1026.8,0,0,NC,N,N
8,62,-2,6,10,m,6000,m,m,10,1003.9,1028.5,1027.1,0,-2,NC,N,N
7,63,-3,8,50,m,5500,m,m,10,1003.9,1028.7,1027.1,0,-6,NC,N,N
8,60,-3,5,70,m,5500,m,m,10,1004.2,1028.9,1027.4,0,-1,NC,N,N
6,59,-5,3,60,m,5500,m,m,10,1004.5,1029.1,1027.8,0,NC,NC,N,N
6,59,-5,0,0,m,5500,m,m,10,1004.5,1029.3,1027.8,0,NC,NC,N,N
7,59,-4,0,0,m,5000,m,m,10,1004.8,1029.5,1028.1,0,NC,NC,N,N
6,65,-3,0,0,m,5500,m,m,10,1005.5,1030.1,1028.8,0,NC,NC,N,N
5,65,-4,3,130,m,3800,5000,m,10,1005.5,1030.4,1028.8,0,NC,NC,N,N
4,65,-5,6,110,m,5000,m,m,10,1005.5,1030.1,1028.8,0,-7,NC,N,N
2,65,-7,6,130,m,5000,m,m,10,1005.2,1030,1028.4,0,-9,NC,N,N
4,59,-7,8,150,m,5000,m,m,10,1005.5,1030.4,1028.8,0,-9,NC,N,N
6,56,-6,10,150,m,3000,4600,m,10,1005.5,1030.2,1028.8,0,-8,NC,Y,N
8,54,-5,10,150,m,4200,m,m,10,1005.2,1030,1028.4,0,-6,NC,Y,N
10,49,-5,14,160,m,3000,20000,m,10,1004.8,1029.4,1028.1,0,-6,NC,Y,N
10,56,-2,13,160,m,2600,3900,m,9,1004.8,M,1028.1,m,-5,NC,Y,N
12,66,3,14,150,m,1500,m,m,1,1003.9,M,1027.1,m,-4,NC,Y,N
14,76,8,11,160,m,1400,m,m,1,1002.2,1027,1025.4,0.02,1,NC,Y,N
19,62,9,21,190,30,2800,3500,m,6,1001.2,M,1024.4,m,3,NC,Y,N
20,64,10,20,190,28,2500,m,m,6,999.9,1024.4,1023,0.01,4,NC,Y,N
20,67,11,20,190,29,2100,m,m,6,998.9,1023.3,1022,0.01,4,NC,Y,N
19,70,11,22,190,30,2100,m,m,5,998.5,1022.9,1021.7,0,2,NC,Y,N
17,64,7,16,160,23,2300,m,m,6,997.5,1022.2,1020.7,0,2,NC,N,N
16,61,5,20,160,25,2300,m,m,10,996.5,1021.1,1019.6,0,-1,NC,N,N
16,61,5,15,160,m,2500,m,m,10,995.5,1020.1,1018.6,0,1,NC,N,N
16,61,5,15,160,m,2300,m,m,10,994.2,1018.7,1017.3,0,1,NC,N,N
16,58,4,13,160,22,2500,m,m,10,992.9,1017.2,1015.9,0,2,NC,N,N
18,61,7,15,160,25,2500,m,m,10,991.6,1015.8,1014.6,0,4,NC,N,N
22,67,13,31,190,42,2300,m,m,2,990.6,1014.7,1013.5,0,4,NC,N,N
23,71,15,23,190,39,2300,m,m,3,989.9,1013.9,1012.9,0,7,NC,N,N
25,73,18,30,190,41,2300,m,m,2,988.6,M,1011.5,m,8,NC,N,N
27,68,18,26,200,42,2300,m,m,3,987.9,M,1010.8,0,12,NC,N,N
27,73,19,26,200,41,2100,m,m,2,987.2,M,1010.2,0,12,NC,N,N
28,71,20,28,200,36,2100,m,m,4,986.6,1010.4,1009.5,0,13,NC,N,N
28,71,20,33,200,41,M,m,m,5,985.9,1009.6,1008.8,0,12,NC,N,N
30,68,21,31,210,40,2400,m,m,6,985.6,1009.3,1008.5,0,15,NC,N,N
30,68,21,32,210,41,2600,4600,15000,6,985.6,1009.4,1008.5,0,14,NC,Y,N
31,68,22,29,230,M,2600,m,m,8,985.9,1009.7,1008.8,0,16,NC,Y,N
31,68,22,30,220,40,2600,9000,m,6,986.6,1010.2,1009.5,0,16,NC,Y,N
32,69,23,24,220,38,2500,3600,m,9,986.6,1010.4,1009.5,0,19,NC,Y,N
32,69,23,28,220,34,2300,2900,m,10,986.2,1009.8,1009.1,0.01,18,NC,Y,N
30,86,27,22,220,33,900,1300,1900,1,986.2,M,1009.1,m,17,NC,Y,N
31,85,27,22,220,31,700,1100,m,1,986.6,1010.3,1009.5,0.05,18,NC,Y,N
31,85,27,21,230,26,800,1500,m,1,986.9,1010.6,1009.8,0.02,18,NC,Y,N
31,88,28,15,230,m,600,1300,m,1,987.9,1011.7,1010.8,0.02,20,NC,Y,N
32,85,28,15,230,22,600,1400,1800,1,989.2,1012.9,1012.2,0.04,22,NC,Y,N
32,88,29,11,250,m,600,900,m,1,989.9,1013.5,1012.9,0.05,23,NC,N,N
32,88,29,7,250,m,600,1200,m,1,990.2,1013.9,1013.2,0.05,25,NC,N,N
32,88,29,6,270,m,600,1300,1800,1,991.2,1015.1,1014.2,0.02,26,NC,N,N
32,92,30,3,260,m,600,1600,2200,1,991.6,1015.3,1014.6,0.01,NC,NC,N,N
32,88,29,0,0,m,1800,m,m,2,991.6,1015.3,1014.6,0,NC,NC,N,N
31,88,28,0,0,m,1800,m,m,2,991.6,1015.4,1014.6,0,NC,NC,N,N
31,88,28,0,0,m,1800,m,m,2,991.9,1015.7,1014.9,0,NC,NC,N,N
32,78,26,8,20,m,1500,m,m,9,992.5,1016.2,1015.6,0,25,NC,N,N
29,81,24,8,360,m,1100,m,m,10,993.2,1016.9,1016.3,0,21,NC,N,N
28,77,22,10,360,m,1300,m,m,10,993.9,1017.6,1016.9,0,19,NC,N,N
