section,text
Revolutionary Massachusetts: 1760s–1780s -> Boston Massacre,"Boston was the center of revolutionary activity in the decade before 1775, with Massachusetts natives Samuel Adams, John Adams, and John Hancock as leaders who would become important in the revolution. Boston had been under military occupation since 1768. When customs officials were attacked by mobs, two regiments of British regulars arrived. They had been housed in the city with increasing public outrage.
In Boston on March 5, 1770, what began as a rock-throwing incident against a few British soldiers ended in the shooting of five men by British soldiers in what became known as the Boston Massacre. The incident caused further anger against British authority in the commonwealth over taxes and the presence of the British soldiers."
Revolutionary Massachusetts: 1760s–1780s -> Boston Tea Party,"One of the many taxes protested by the colonists was a tax on tea, imposed when Parliament passed the Townshend Acts, and retained when most of the provisions of those acts were repealed. With the passage of the Tea Act in 1773, tea sold by the British East India Company would become less expensive than smuggled tea, and there would be reduced profit-making opportunities for Massachusetts merchants traded in tea. This led to protests against the delivery of the company's tea to Boston. On December 16, 1773, when a tea ship of the East India Company was planning to land taxed tea in Boston, a group of local men known as the Sons of Liberty sneaked onto the boat the night before it was to be unloaded and dumped all the tea into the harbor, an act known as the Boston Tea Party."
Revolutionary Massachusetts: 1760s–1780s -> American Revolution,"The Boston Tea Party prompted the British government to pass the Intolerable Acts in 1774 that brought stiff punishment on Massachusetts. They closed the port of Boston, the economic lifeblood of the Commonwealth, and reduced self-government. Local self-government was ended and the colony put under military rule. The Patriots formed the Massachusetts Provincial Congress after the provincial legislature was disbanded by Governor Gage. The suffering of Boston and the tyranny of its rule caused great sympathy and stirred resentment throughout the Thirteen Colonies. On February 9, 1775, the British Parliament declared Massachusetts to be in rebellion, and sent additional troops to restore order to the colony. With the local population largely opposing British authority, troops moved from Boston on April 18, 1775, to destroy the military supplies of local resisters in Concord. Paul Revere made his famous ride to warn the locals in response to this march. On the 19th, in the Battles of Lexington and Concord, where the famous ""shot heard 'round the world"" was fired, British troops, after running over the Lexington militia, were forced back into the city by local resistors. The city was quickly brought under siege. Fighting broke out again in June when the British took the Charlestown Peninsula in the Battle of Bunker Hill after the colonial militia fortified Breed's Hill. The British won the battle, but at a very large cost, and were unable to break the siege. The British made a desperate attempt by using biological weapons against the Americans by sending infected civilians with smallpox behind American lines but this was soon contained by Continental General George Washington who launched a vaccination program to ensure his troops and civilians were in good health after the damage biological warfare caused. Soon after the Battle of Bunker Hill, General George Washington took charge of the rebel army, and when he acquired heavy cannon in March 1776, the British were forced to leave, marking the first great colonial victory of the war. Ever since, ""Evacuation Day"" has been celebrated as a state holiday.

Massachusetts was not invaded again but in 1779 the disastrous Penobscot Expedition took place in the District of Maine, then part of the Commonwealth. Trapped by the British fleet, the American sailors sank the ships of the Massachusetts state navy before it could be captured by the British. In May 1778, the section of Freetown that later became Fall River was raided by the British, and in September 1778, the communities of Martha's Vineyard and New Bedford were also subjected to a British raid.
John Adams was a leader in the independence movement and he helped secure a unanimous vote for independence and on July 4, 1776, the United States Declaration of Independence was adopted in Philadelphia. It was signed first by Massachusetts resident John Hancock, president of the Continental Congress. Soon afterward the Declaration of Independence was read to the people of Boston from the balcony of the State House. Massachusetts was no longer a colony; it was a state and part of a new nation, the United States of America."
Federalist Era: 1780–1815 -> The new constitution,"Massachusetts was the first state in the United States to abolish slavery. (Vermont, which became part of the U.S. in 1791, abolished adult slavery somewhat earlier than Massachusetts, in 1777.) The new constitution also dropped any religious tests for political office, though local tax money had to be paid to support local churches. People who belonged to non-Congregational churches paid their tax money to their own church, and the churchless paid to the Congregationalists. Baptist leader Isaac Backus vigorously fought these provisions, arguing people should have freedom of choice regarding financial support of religion. Adams drafted most of the document and despite numerous amendments it still follows his line of thought. He distrusted utopians and pure democracy, and put his faith in a system of checks and balances; he admired the principles of the unwritten British Constitution. He insisted on a bicameral legislature which would represent both the gentlemen and the common citizen. Above all he insisted on a government by laws, not men. The constitution also changed the name of the Massachusetts Bay State to the Commonwealth of Massachusetts. Still in force, it is the oldest constitution in current use in the world."
Federalist Era: 1780–1815 -> Shays's Rebellion,"The economy of rural Massachusetts suffered an economic depression after the war ended. Merchants, pressured for hard currency by overseas partners, made similar demands on local debtors, and the state raised taxes in order to pay off its own war debts. Efforts to collect both public and private debts from cash-poor farmers led to protests that flared into direct action in August 1786. Rebels calling themselves Regulators (after the North Carolina Regulator movement of the 1760s) succeeded in shutting down courts meeting to hear debt and tax collection cases. By the end of 1786 a farmer in western Massachusetts named Daniel Shays emerged as one of the ringleaders, and government attempts to squelch the protests only served to radicalize the protestors. In January 1787 Shays and Luke Day organized an attempt to take the federal Springfield Armory; state militia holding the armory beat back the attempt with cannon fire. A private militia raised by wealthy Boston merchants and led by General Benjamin Lincoln broke the back of the rebellion in early February at Petersham, but small-scale resistance continued in the western parts of the state for a while.
The state put down the rebellion—but if it had been too weak to do so it would be no help to call on the ineffective federal government. The event led nationalists like George Washington to redouble efforts to strengthen the weak national government as necessary for survival in a dangerous world. Massachusetts, divided along class lines polarized by the rebellion, only narrowly ratified the United States Constitution in 1788."
Federalist Era: 1780–1815 -> Johnny Appleseed,"John Chapman often called Johnny ""Appleseed"" (born September 26, 1774, in Leominster, Massachusetts) was an American folk hero and pioneer nurseryman who introduced apple trees and established orchards to many areas in the Midwestern region of the country including Pennsylvania, Ohio, and Indiana. Today, Appleseed is the official folk hero of Massachusetts and his stature has served a focus in many children's books, movies, and folk tales since the end of the Civil War."
Early industrial period: 1815–1860 -> Industrial development -> Railroads,"In 1826, the Granite Railway became the first commercial railroad in the nation. In 1830, the legislature chartered three new railroads—the Boston and Lowell, the Boston and Providence, and most important of all, the Boston and Worcester. In 1833, it chartered the Western Railroad to connect Worcester with Albany and the Erie Canal. The system flourished and western grain began flowing to the port of Boston for export to Europe, thereby breaking New York City's virtual monopoly on trade from the Erie Canal system. Much of the construction work was done by Irish work gangs. They lived in temporary camps but many settled in the new industrial cities along the line, where the gang bosses became leaders in the Democratic Party. Some of their work is still used. For example, the stone Canton Viaduct at Canton, Massachusetts, built in 1835, is still used by Amtrak's high-speed Acela Express along the Boston–Washington, Northeast Corridor. The viaduct required only minor changes to bring it up to late-20th-century standards."
Early industrial period: 1815–1860 -> Industrial development -> Whaling,"Beginning in the late colonial period, Massachusetts leveraged its strong seafaring tradition, advanced shipbuilding industry, and access to the oceans to make the U.S. the pre-eminent whaling nation in the world by the 1830s. Whale oil was in demand chiefly for lamps. By the 1750s whaling in Nantucket had become a highly lucrative deep-sea industry, with voyages extending for years at a time and with vessels traveling as far as South Pacific waters. The British Navy captured most of the whalers during the revolution, but at the same time many whalers refitted as privateers against the British. Whaling recovered after the war as New Bedford became the center. Whalers took greater economic risks to turn major profits: expanding their hunting grounds and securing foreign and domestic workforces for the Pacific. Investment decisions and financing arrangements were set up so that managers of whaling ventures shared their risks by selling some equity claims but retained a substantial portion due to moral hazard considerations. As a result, they had little incentive to consider the correlation between their own returns and those of others in planning their voyages. This stifled diversity in whaling voyages and increased industry-wide risk. After 1860, kerosene replaced whale oil—concurrent with the devastation of the whaling fleet by Confederate commerce raiders—and the entrepreneurs shifted to manufacturing."
Early industrial period: 1815–1860 -> Political and social movements,"On March 15, 1820, Maine was separated from Massachusetts and entered the Union as the 23rd State as a result of the enactment of the Missouri Compromise.
Horace Mann made the state system of schools the national model. The Commonwealth made its mark in Washington with such political leaders as Daniel Webster and Charles Sumner. Building on the many activist Congregational churches, abolitionism flourished. William Lloyd Garrison was the outstanding spokesperson, though many ""cotton Whig"" mill owners complained that the agitation was bad for their strong business ties to southern cotton planters.
The Congregationalists remained dominant in rural areas, but, in the cities, a new religious sensibility had replaced their straight-laced Calvinism. By 1826, reported Harriet Beecher Stowe:

All the literary men of Massachusetts were Unitarians. All the trustees and professors of Harvard College were Unitarians. All the élite of wealth and fashion crowded Unitarian churches. The judges on the bench were Unitarian, giving decisions by which the peculiar features of church organization, so carefully ordained by the Pilgrim fathers, had been nullified.

Some of the most important writers and thinkers of this time came from Massachusetts. Henry David Thoreau and Ralph Waldo Emerson are well known today for their contributions to American thought. Part of an intellectual movement known as Transcendentalism, they emphasized the importance of the natural world to humanity and were also part of the abolitionist call."
Early industrial period: 1815–1860 -> Know Nothing movement,"The Know Nothing movement formed a new party in 1854 and captured almost all the seats in the legislature, the state government, and many cities.  Historian John Mulkern finds the new party was populist and highly democratic, hostile to wealth, elites, and to expertise, and deeply suspicious of outsiders especially Catholics. The new party's voters were concentrated in the rapidly growing industrial towns, where Yankee workers faced direct competition with new Irish immigrants. Whereas the Whig Party was strongest in high income districts, the Know Nothing electorate was strongest in the poor districts. They voted out the traditional upper-class closed political leadership class, especially the lawyers and merchants. In their stead they elected working-class men, farmers, and a large number of teachers and ministers. Replacing the moneyed elite were men who seldom owned $10,000 in property.
In national perspective, the most aggressive and innovative legislation came out of Massachusetts, Both in terms of nativism and in terms of reforms. Historian Stephen Taylor says that in addition to nativist legislation:

the party also distinguished itself by its opposition to slavery, support for an expansion of the rights of women, regulation of industry, and support of measures designed to improve the status of working people.
It passed legislation to regulate railroads, insurance companies, and public utilities. It funded free textbooks for the public schools, and raised the appropriations for local libraries and for the school for the blind.  Purification of Massachusetts against divisive social evils was a high priority. The legislature set up the state's first reform school for juvenile delinquents, while trying to block the importation of supposedly subversive government documents and academic books from Europe. It upgraded the legal status of wives, giving them more property rights and more rights in divorce courts.  It passed harsh penalties on speakeasies, gambling houses and bordellos. Prohibition legislation imposed severe penalties: serving one glass of beer was punishable by six months in prison. Many juries refused to convict.  Many of the reforms were quite expensive; State spending rose 45% on top of a 50% hike in annual taxes on cities and towns. The extravagance angered the taxpayers; few Know Nothings were reelected so the brief two-year experiment ended.
The highest priority included attacks on the civil rights of Irish Catholic immigrants. State courts lost the power to process applications for citizenship; the public schools had to require compulsory daily reading of the Protestant Bible (which the nativists were sure would transform the Catholic children). The governor disbanded the Irish militias, and replaced Catholics holding state jobs with Protestants.  It failed to reach the two-thirds vote needed to pass a state constitutional amendment to restrict voting and office holding to men who had resided in Massachusetts for at least 21 years.  The legislature then called on Congress to raise the requirement for naturalization from five years to 21 years, but Congress never acted.
The most dramatic move by the Know Nothing legislature was to appoint an investigating committee designed to prove widespread sexual immorality under way in Catholic convents. The press had a field day following the story, especially when it was discovered that the key reformer was using committee funds to pay for a prostitute. The legislature shut down its committee, ejected the reformer, and saw its investigation became a laughing stock."
Civil War and Gilded Age: 1860–1900 -> Invention of basketball and volleyball,"In 1891, and 1895, the sports of basketball and volleyball—both now Olympic sports, popular worldwide—were invented in the Western Massachusetts cities of Springfield and Holyoke, respectively. Both inventors, James Naismith, and William G. Morgan sought to create games for groups at the YMCA, with Naismith seeking a fast-paced game for youths often confined indoors during New England's harsh winters. Morgan's invention of mintonette, soon renamed volleyball at the suggestion of colleague Professor Alfred T. Halsted, was a direct response to the then-new sport basketball, as he sought to create a fast-paced game with similar objectives that could be more easily played by a wider variety of players young and old, athletic and non-athletic. Today, Springfield is home to the international Basketball Hall of Fame. Holyoke is home to the international Volleyball Hall of Fame."
Civil War and Gilded Age: 1860–1900 -> Industrial advance,"In the 1890s—largely due to the presence of the Springfield Armory, which employed many skilled, mechanical workers—Greater Springfield became the United States' first major center of automobile and motorcycle innovation. The United States' first gasoline-powered automobile company, the Duryea Motor Wagon Company, was founded in Chicopee in 1893. The first American motorcycle company, the Indian Motorcycle Company, was founded in Springfield in 1901. Knox Automobile produced the world's first motorized fire engines in Springfield in 1906.
File:Street railway workers with a thermite crucible on Main Street, Holyoke, 1904.png

Although the basic rail system was in place by 1860, the railways continued to make major improvements in tracks, signals, bridging, and facilities. With steel came heavier trains and more powerful locomotives. In the 1880s the Boston & Albany Railroad invested heavily in its physical facilities, including the construction of over 30 new passenger stations. Famed Boston architect H. H. Richardson did much of the design work.
Passenger transportation was revolutionized by the electric trolley. Thomas Davenport, the first American to construct a DC electric motor, first demonstrated the feasibility of the electric railway in Springfield with a small circular railway in late 1835, which was subsequently exhibited in Boston that winter. Decades later in 1890, Springfield's first electric line was constructed by the Springfield Street Railway Company, and by 1905 the city had more track than New York City. These lines provided rapid, cheap transportation for farm produce and workers, created land booms in suburbia, and permitted Sunday outings in the country. They were highly profitable and the base of numerous fortunes.
Massachusetts played a unique role in what other states called the Progressive Era, 1900–1917. It was relatively conservative in the early 20th century with a weak progressive movement. However, in the late 19th century the old upper-class Yankee establishment had put in place many of the reforms that other states adopted as progressive reforms. The state showed little support for prohibition or woman suffrage."
Prosperity decades: 1900–29,"Massachusetts entered the 20th century with a strong industrial economy. Despite a lack of agricultural progress, the economy prospered between 1900 and 1919. Factories throughout the Commonwealth produced goods varying from paper to metals. Boston, in the year 1900, was still the second most important port in the United States, as well as the most valuable U.S. port in terms of its fish market. By 1908, however, the value of the port dropped considerably due to competition. Population growth during this period, which was aided by immigration from abroad, helped in urbanization and forced a change in the ethnic make-up of the Commonwealth.
The largely industrial economy of Massachusetts began to falter, however, due to the dependence of factory communities upon the production of one or two goods. External low-wage competition, coupled with other factors of the Great Depression in later years, led to the collapse of the state's two main industries: shoes and textiles. Between 1921 and 1949 the failure of those industries resulted in rampant unemployment and the urban decay of once-prosperous industrial centers which would persist for several decades.
The industrial economy began a decline in the early 20th century with the exodus of many manufacturing companies. By the 1920s competition from the South and Midwest, followed by the Great Depression, led to the collapse of the three main industries in Massachusetts: textiles, shoemaking, and mechanized transportation. This decline would continue into the latter half of the century; between 1950 and 1979, the number of Bay Staters involved in textile manufacturing declined from 264,000 to 63,000. The Springfield Armory, the United States' Military's munitions producer since 1777, was controversially shut down by the Pentagon in 1968. This spurred an exodus of high-paying jobs from Western Massachusetts, which suffered greatly as it de-industrialized during the last 40 years of the 20th century. In Eastern Massachusetts, following World War II, the economy was transformed from one based on heavy industry into a service and high-tech based economy. Government contracts, private investment, and research facilities led to a new and improved industrial climate, with reduced unemployment and increased per capita income. Suburbanization flourished, and by the 1970s, the Route 128 corridor was dotted with high-technology companies who recruited graduates of the area's many elite institutions of higher education.
On Thursday, October 1, 1903, the city of Boston made history by hosting the inaugural World Series at the Huntington Avenue Grounds. The Boston Red Sox won the best-of-nine series and launched into a baseball dynasty in the following years by capturing five championships in fifteen years behind Hall of Famer Babe Ruth.
Massachusetts also endured class conflict during this period. In the 1912 general strike in Lawrence, almost all of the town's mills were forced to shut down as a result of strife over wages that sustained only poverty. The Commonwealth was confronted with issues of worker conditions and wages. For example, when the legislature decreed that women and children could work only 50 hours per week, employers cut wages proportionally. Eventually, the demands of the Lawrence strikers were heeded, and a pay increase was made."
Depression and war: 1929–1945,"Even before the Great Depression struck the United States, Massachusetts was experiencing economic problems. The crash of the Commonwealth's major industries led to declining population in factory towns. The Boston metropolitan area became one of the slowest-growing areas in the United States between 1920 and 1950. Internal migration within the Commonwealth, however, was altered by the Great Depression. In the wake of economic woes, people moved to the metropolitan area of Boston looking for jobs, only to find high unemployment and dismal conditions. In the depressed situation that predominated in Boston during this era, racial tension sometimes manifested itself in gang warfare, notably with clashes between the Irish and Italians.
On the subject of securities laws in the early 1930s in response to the Great Depression, Boston figured prominently.  Governor of Massachusetts Frank G. Allen appointed John C. Hull  the first Securities Director of Massachusetts in January 1930. On May 4, 1932, Hull introduced a bill to the committee on Banks and Banking in the Massachusetts House of Representatives for revision and simplification of the law relative to the sale of securities (Chapter 110A). 

The act was approved June 6. 1932. 

 
Three Harvard professors, Felix Frankfurter, Benjamin V. Cohen and James M. Landis drafted both Securities Act of 1933 and Securities Exchange Act of 1934. The 1st Chair of the U.S. Securities and Exchange Commission, Joseph P. Kennedy Sr. was from Boston.   Kennedy Sr. had this to say before the Boston Chamber of Commerce on November 15, 1934: ""Necessary, legitimate, useful, profitable enterprise will be encouraged. Only the senseless, vicious, and fraudulent activities will be curtailed, and these must and will be eradicated. The initials S-E-C, we hope, will come to stand for Securities Ex-Crookedness.  
Confidence is an outgrowth of character. We believe that character exists strongly in the financial world, so we  do not have to compel virtue; we seek to prevent vice.” On June 6, 1934, FDR signed the Securities Exchange Act into law with Pecora.  At one point Roosevelt asked Pecora, ""Ferd, now that I have signed this bill and it has become law, what kind of law will it be?"" ""It will be a good or bad bill, Mr. President,"" replied Pecora, ""depending upon the men who administer it."" (Ritchie, 59) 

The economic and social turmoil in Massachusetts marked the beginning of a change in the Commonwealth's way of functioning. Politics helped to encourage stability among social groups by elevating members of various ranks in society, as well as ethnic groups, to influential posts. The two major industries of Massachusetts, shoes and textiles, had declined in a way that even the post-World War II economic boom could not reverse. Thus, the Commonwealth's economy was ripe for change as the post-war years dawned."
"Economic changes: decline of manufacturing, 1945–1985","World War II precipitated great changes in the economy of Massachusetts, which led to changes in society. The aftermath of WWII created a global economy that was focused upon the interests of the United States, both militarily and in relation to business. The domestic economy in the United States was altered by government procurement policies focused on defense. In the years following WWII, Massachusetts was transformed from a factory-based economy to one based on services and technology. During WWII, the U.S. government had built facilities that they leased, and in the post-war years sold, to defense contractors. Such facilities contributed to an economy focused on creating specialized defense goods. That form of economy prospered as a result of the Cold War, the Vietnam War, and the Korean War.
In the ensuing years, government contracts, private investment, and research facilities helped to create a modern industry, which reduced unemployment and increased per capita income. All of these economic changes encouraged suburbanization and the formation of a new generation of well-assimilated and educated middle-class workers. At the same time, suburbanization and urban decay highlighted differences between various social groups, leading to a renewal of racial tension. Boston, a paragon of the problems in Massachusetts cities, experienced numerous challenges that led to racial problems. The problems facing urban centers included declining population, middle-class flight, departure of industry, high unemployment, rising taxes, low property values, and competition among ethnic groups."
The Kennedy family,"The Kennedy family was prominent in Massachusetts politics in the 20th century. Children of businessman and ambassador Joseph P. Kennedy Sr. included:

John F. Kennedy, a United States senator from Massachusetts from 1953 to 1960 and president of the United States from 1961 until his assassination in 1963
Robert F. Kennedy, United States Attorney General from 1961 to 1964, United States senator from New York from 1965 to 1968, and presidential candidate in 1968 until his assassination
Ted Kennedy, a United States senator from Massachusetts from 1962 until his death in 2009 and presidential candidate in 1980
Eunice Kennedy Shriver, a co-founder of the Special Olympics.
John F. Kennedy's birthplace and early childhood home is located on Beals Street in Brookline, Massachusetts. The famous Kennedy Compound is located in Hyannis Port, Massachusetts on Cape Cod."
Modern economy and society: 1985–present -> The Big Dig,"In 1987, the state received federal funding for the Central Artery/Tunnel Project. Known as ""the Big Dig"", it was at the time the biggest federal highway project ever approved. The project included making the Central Artery a tunnel under downtown Boston, in addition to the re-routing of several other major highways. Often controversial, with numerous claims of graft and mismanagement, and with its initial price tag of $2.5 billion increasing to a final tally of over $15 billion, the Big Dig has nonetheless changed the face of Downtown Boston. It has connected areas once divided by elevated highway (much of the raised old Central Artery was replaced with the Rose Kennedy Greenway), and improved traffic conditions along a number of routes."
Boundaries -> Founding grants,"In 1607, the Plymouth Company was granted a coastal charter for all coastal territory up to a certain distance from the eastern shoreline of North America, from 38°N to 45°N. The northern boundary was thus slightly farther north than the current Maine–New Brunswick border, and the southern border intentionally overlapped with the Virginia Company of London (""London Company"") from the 38th parallel (near the current Maryland–Virginia border) to the 41st (near the current Connecticut–New York border in Long Island Sound). Neither colony was allowed to settle within 100 miles of the other. The Plymouth Company's patent fell into disuse after the failure of the Popham Colony in what is now Maine. Meanwhile, the Plymouth Colony had settled outside the territory of the London company due to navigational difficulties. The Plymouth Company was reorganized as the Plymouth Council for New England, and given a new royal sea-to-sea charter for all North American territory from 40° North (just east between present-day Philadelphia and Trenton, New Jersey) and 48° N (thus including all of modern-day New Brunswick, Nova Scotia, and Prince Edward Island). The Plymouth Colony was granted land patents between 1621 and 1630 from the Council to legitimize its settlement, though it maintained political independence under the Mayflower Compact.
The Plymouth Council for New England made sub grants to various entities before it was surrendered to the crown in 1635 and ceased to operate as a corporate entity.
The Sheffield Patent granted the use of Cape Ann to members of the Plymouth Colony and the Dorchester Company. The fishing colony there failed, but led to the foundation of Salem, Massachusetts. The bankrupt Dorchester Company's lands were reissued as part of a larger grant to the Massachusetts Bay Company. Massachusetts Bay obtained in 1628/29 a sea-to-sea patent for all lands and islands from three miles north of the Merrimack River (roughly the current Massachusetts–New Hampshire border), to three miles south of the extents of the Charles River and Massachusetts Bay. The Charles River starts in Hopkinton (in the middle of the territory) but flows in a circuitous path southeast to near present-day Bellingham on the modern Rhode Island border. Land belonging to any other colonies as of November 3, 1629, was excluded from the grant.
The boundary between the Massachusetts Bay Colony and Plymouth Colony was settled in 1639, and today forms most of the border between Norfolk County to the north and Plymouth and Bristol counties to the south.
In 1622, Sir Ferdinando Gorges obtained a patent for the Province of Maine, lands north of the Massachusetts Bay border near the Merrimack River, up to the Kennebec River. This was soon split at the Piscataqua River, with the southern portion eventually becoming the Province of New Hampshire. The northern portion came under Massachusetts Bay control in the 1640s. In 1664, James, Duke of York, obtained a charter for land from the Kennebec to the St. Croix River, joining it to his Province of New York. New Hampshire was joined with Massachusetts Bay from 1641 to 1679 and during the dominion period (1686–1692).
The 1629 charter of Massachusetts Bay was canceled by a judgment of the high court of chancery of England, June 18, 1684.
The Province of Massachusetts Bay was formed in 1691–92 by the British monarchs William III and Mary II. It included the lands of the Massachusetts Bay Colony, the Plymouth Colony, the Province of Maine (including the eastern territories that had been part of Province of New York), and Nova Scotia (which included present-day New Brunswick and Prince Edward Island). Dukes County, Massachusetts (Martha's Vineyard and the Elizabeth Islands), and Nantucket were also transferred from the Province of New York. In 1696, Nova Scotia was restored to France (who called it Acadia), but the northern and eastern boundaries of Maine would not be fixed until the 1840s."
Boundaries -> New Hampshire boundary,"The Province of New Hampshire received a separate royal charter in 1679, but the language defining the southern border with Massachusetts Bay referenced the Merrimack River in an ambiguous way:

all that parte of New England in America lying and extending from the greate River commonly called Monomack als Merrimack on the northpart and from three Miles Northward of the said River to the Atlantick or Western Sea or Ocean on the South part [Pacific Ocean]
The result was disagreement over the northern boundary of Massachusetts that was often ignored by its governors because in those years they governed both Massachusetts and New Hampshire. Massachusetts claimed land west of the Merrimack as calculated from the headwaters of the river (which early colonial officials claimed to be the outlet of Lake Winnipesaukee in modern-day Franklin, New Hampshire), but New Hampshire claimed that its southern boundary was the line of latitude three miles north of the river's mouth. The parties appealed to King George II of Great Britain, who ordered the dispute be settled by agreement between the parties. Commissioners from both colonies met at Hampton, New Hampshire in 1737, but were unable to reach agreement.
In 1740, the King settled the dispute in a surprising manner, by declaring ""that the northern boundary of Massachusetts be a similar curve line pursuing the course of the Merrimack River at three miles distance on the north side thereof, beginning at the Atlantic Ocean and ending at a point due north of a place called Pawtucket Falls [now Lowell, Massachusetts], and by a straight line drawn from thence west till it meets his Majesty's other governments."" This ruling favored New Hampshire and actually gave it a strip of land 50 miles beyond its claim. Massachusetts declined to do a physical survey, so New Hampshire laid markers on its own."
Boundaries -> Rhode Island eastern border,"In 1641, the Plymouth Colony (at the time separate from the Massachusetts Bay Colony) purchased from the Indians a large tract of land which today includes the northern half of East Providence (from Watchemoket to Rumford), Rehoboth, Massachusetts, Seekonk, Massachusetts, and part of Pawtucket, Rhode Island. In 1645, John Brown of Plymouth bought a considerably smaller piece of land from the Indians, which today comprises the southern part of East Providence (Riverside), Barrington, Rhode Island, and a small part of Swansea, Massachusetts. Finally, in 1661, Plymouth completed the ""North Purchase"", from which Cumberland, Rhode Island, Attleboro, Massachusetts, and North Attleborough, Massachusetts, were later to be formed. The whole territory, which also included parts of modern Somerset, Massachusetts, and Warren, Bristol, and Woonsocket in Rhode Island, was at the time called ""Rehoboth"". The center of ""Old Rehoboth"" was within the borders of modern East Providence, Rhode Island.
By the 1650s, Massachusetts Bay, the Colony of Rhode Island (not yet unified with Providence) the Connecticut Colony, and two different land companies all claimed what is now Washington County, Rhode Island, what was referred to as Narragansett Country. Massachusetts Bay had conquered Block Island in 1636 in retaliation for the murder of a trader at the start of the Pequot War, and Massachusetts families settled there in 1661. The Plymouth Colony's land grant specified its western boundary as the Narragansett River; it is unclear whether this referred to the Pawcatuck River (on the current Connecticut–Rhode Island Border) or Narragansett Bay (much farther east, near the modern-day Rhode Island–Massachusetts border).
In 1663, Rhode Island obtained a patent extending its territory in certain places three miles east of Narragansett Bay. In 1664, a royal commission appointed by King Charles II of England denied the claims of Massachusetts and Plymouth to land west of Narragansett Bay, granting jurisdiction to the newly unified Colony of Rhode Island and Providence Plantations (pending resolution of the claims of Connecticut). However, the claims of Plymouth to all lands east of Narragansett Bay were upheld, and so the border was set in practice.
The 1691 charter unified Massachusetts Bay with Plymouth Colony (including Rehoboth) and said that the combined territory would extend as far south as ""Our Collonyes of Rhode Island Connecticut and the Narragansett Countrey"" (Narragansett Country).
In 1693, the monarchs William III and Mary II issued a patent extending Rhode Island's territory to three miles ""east and northeast"" of Narragansett Bay, conflicting with the claims of Plymouth Colony. This enlarged the area of conflict between Rhode Island and the Province of Massachusetts.
The issue was not addressed until 1740, when Rhode Island appealed to King George II of Great Britain. Royal commissioners from both colonies were appointed in 1741, and decided in favor of Rhode Island. The King affirmed the settlement in 1746 after appeals from both colonies. The royally approved three-mile boundary moved several towns on the eastern shore of Narragansett Bay (east of the mouth of the Blackstone River) from Massachusetts to Rhode Island.
This included what is now Bristol County, Rhode Island (the towns of Barrington, Bristol, and Warren), along with Tiverton, Little Compton, and Cumberland, Rhode Island (which was carved out of Attleborough, Massachusetts). East Freetown, which was left on the Massachusetts side of the border, was officially purchased by Freetown, Massachusetts, from Tiverton in 1747.
Commissioners from Rhode Island had the new boundary surveyed in 1746 (without consulting Massachusetts), based on six reference points, from each of which a distance was measured 3 miles inland. Massachusetts accepted this border until 1791, when its own surveyors found that the Rhode Island surveyors had ""encroached"" on Massachusetts territory by a few hundred feet in certain places.  (Rhode Island disagreed.)  Of particular concern was the boundary near Fall River, Massachusetts, which would later fall in the middle of a thickly settled area of high taxable value.
In 1812, after a court case involving the Massachusetts border, the western half of Old Rehoboth was set off as a separate township called Seekonk, Massachusetts, leaving the eastern part as Rehoboth, Massachusetts. Old Rehoboth's town center now became the heart of Old Seekonk.
In 1832, Rhode Island filed a case with the U.S. Supreme Court, but after six years of deliberations, it was dismissed. The court decided it did not have the jurisdiction to rule on the matter.
In 1844, and 1845, commissioners were once again authorized to survey and mark the boundary from Wrentham to the Atlantic Ocean, to address the inaccuracies of the 1746 survey. A report was issued in 1848, but the Massachusetts legislature refused to agree to the proposed solution after petitions from residents of Fall River.
Both states filed bills of equity with the Supreme Court in 1852, and after more surveying and negotiation, a decree was issued on December 16, 1861. On March 1, 1862, when the Supreme Court ruling became effective, the western part of Old Seekonk (all of which was on the eastern shore of the Blackstone River) was ceded by Massachusetts and incorporated as East Providence, Rhode Island. Part of North Providence, Rhode Island, was also combined with the former Pawtucket, Massachusetts and a sliver of Seekonk to form the modern Pawtucket, Rhode Island. A small amount of land was also added to Westport, Massachusetts. The southern boundary of Fall River, Massachusetts, was moved from Columbia Street to State Avenue, expanding its territory. The Supreme Court made these adjustments not in conformance with King George's instructions, but to unify the thickly settled areas of Pawtucket and Fall River under the jurisdiction of a single state.
The 1861–2 boundary was slightly redefined in 1897, using stone markers instead of high-water levels. The physical survey was performed in 1898, and ratified by both states."
