UserID,Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video ID,Video Category,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Watch Time,Self Control,Addiction Level,CurrentActivity,ConnectionType
254,28,Male,Philippines,98112,TRUE,TRUE,driver,Urban,TikTok,91,5,2259,Gaming,21,9090,3,1,40,69,Afternoon,5,5,Habit,Smartphone,Android,6:05 PM,7,3,At work,Mobile Data
255,45,Female,Indonesia,78067,TRUE,TRUE,Waiting staff,Rural,Facebook,96,18,4383,Pranks,8,8167,2,4,41,37,Afternoon,5,5,Procrastination,Tablet,iOS,6:05 PM,7,3,At work,Mobile Data
256,42,Female,India,47516,FALSE,FALSE,Labor/Worker,Rural,YouTube,234,8,1786,Vlogs,25,1469,1,7,18,27,Afternoon,5,5,Habit,Smartphone,MacOS,6:05 PM,7,3,Commuting,Mobile Data
257,40,Male,India,21089,FALSE,FALSE,Engineer,Rural,Instagram,25,17,7728,Life Hacks,7,9444,6,9,35,87,Night,3,7,Procrastination,Smartphone,Windows,8:30 PM,5,5,At home,Wi-Fi
258,48,Male,Philippines,57346,TRUE,FALSE,Engineer,Rural,YouTube,172,1,296,Life Hacks,15,7292,2,16,49,33,Evening,6,4,Boredom,Smartphone,Windows,3:45 PM,8,2,Commuting,Wi-Fi
259,47,Male,United States,94663,TRUE,TRUE,Labor/Worker,Rural,Instagram,107,14,2598,ASMR,21,8961,8,5,15,68,Evening,6,4,Habit,Smartphone,iOS,3:45 PM,8,2,At school,Wi-Fi
260,59,Male,United States,30487,FALSE,FALSE,Waiting staff,Urban,YouTube,165,17,681,Pranks,3,9025,6,2,27,59,Evening,6,4,Boredom,Smartphone,Android,3:45 PM,8,2,At work,Mobile Data
261,52,Male,United States,20155,FALSE,FALSE,Artist,Rural,Instagram,11,10,4891,Entertainment,17,7142,5,28,17,64,Evening,6,4,Habit,Smartphone,iOS,3:45 PM,8,2,At school,Wi-Fi
262,24,Male,Germany,87494,TRUE,FALSE,Students,Rural,Facebook,178,12,4299,Pranks,11,6000,2,23,40,85,Morning,8,2,Boredom,Smartphone,Windows,9:15 AM,10,0,At work,Mobile Data
263,33,Other,Philippines,96229,TRUE,FALSE,driver,Rural,Facebook,101,16,325,Life Hacks,9,7081,7,11,2,88,Evening,6,4,Entertainment,Smartphone,Windows,3:45 PM,8,2,At school,Mobile Data
264,43,Male,Vietnam,58547,TRUE,TRUE,Labor/Worker,Rural,Facebook,190,14,7953,Entertainment,5,4649,2,18,49,44,Morning,8,2,Entertainment,Tablet,Android,9:15 AM,10,0,At school,Wi-Fi
265,19,Male,India,48795,FALSE,FALSE,Students,Urban,YouTube,240,16,987,Vlogs,25,6931,5,25,31,95,Night,3,7,Procrastination,Computer,MacOS,8:30 PM,5,5,At work,Mobile Data
266,18,Male,Mexico,75296,TRUE,TRUE,driver,Rural,Facebook,157,8,3119,Pranks,10,3424,2,25,37,88,Afternoon,5,5,Habit,Tablet,Android,6:05 PM,7,3,Commuting,Mobile Data
267,29,Male,Pakistan,41447,FALSE,FALSE,driver,Rural,TikTok,289,10,761,Jokes/Memes,15,1091,2,19,41,49,Evening,6,4,Habit,Smartphone,Android,3:45 PM,8,2,At home,Mobile Data
268,22,Male,United States,56598,TRUE,TRUE,Artist,Urban,Facebook,198,17,7759,Vlogs,28,9388,7,13,41,53,Night,3,7,Habit,Tablet,iOS,8:30 PM,5,5,At school,Wi-Fi
269,54,Female,India,61814,TRUE,FALSE,Waiting staff,Urban,Instagram,137,18,9229,Pranks,29,9852,9,24,34,74,Night,3,7,Habit,Smartphone,MacOS,8:30 PM,5,5,At school,Mobile Data
270,49,Female,India,95330,TRUE,TRUE,driver,Rural,Instagram,16,16,907,Comedy,14,7849,5,11,34,49,Evening,6,4,Boredom,Smartphone,Android,3:45 PM,8,2,At home,Wi-Fi
271,26,Male,India,83278,TRUE,FALSE,Labor/Worker,Rural,Instagram,56,17,5500,ASMR,4,4654,7,20,3,66,Afternoon,5,5,Entertainment,Smartphone,Android,6:05 PM,7,3,At work,Mobile Data
272,58,Other,Philippines,75077,TRUE,TRUE,driver,Rural,YouTube,62,16,365,Gaming,21,260,4,19,17,95,Afternoon,5,5,Habit,Tablet,Android,6:05 PM,7,3,At home,Mobile Data
273,52,Other,United States,91906,TRUE,FALSE,Waiting staff,Rural,TikTok,196,19,7770,Pranks,20,5936,2,17,14,63,Evening,6,4,Boredom,Tablet,MacOS,3:45 PM,8,2,At home,Mobile Data
274,36,Male,Pakistan,29528,FALSE,TRUE,Waiting staff,Rural,Facebook,47,8,3414,Comedy,2,9377,3,5,14,25,Evening,6,4,Entertainment,Computer,Android,3:45 PM,8,2,At work,Wi-Fi
275,33,Female,Japan,70100,TRUE,FALSE,Labor/Worker,Rural,TikTok,235,6,8028,Jokes/Memes,12,4370,2,13,46,4,Evening,6,4,Entertainment,Tablet,iOS,3:45 PM,8,2,Commuting,Mobile Data
276,20,Female,Germany,28179,FALSE,TRUE,driver,Rural,TikTok,62,6,7940,Pranks,1,4301,5,27,38,51,Night,3,7,Entertainment,Smartphone,Android,8:30 PM,5,5,At school,Mobile Data
277,37,Male,Barzil,68781,TRUE,TRUE,Engineer,Rural,Instagram,233,9,9262,Trends,24,7207,6,20,35,11,Night,3,7,Entertainment,Smartphone,iOS,8:30 PM,5,5,At home,Mobile Data
278,41,Other,Vietnam,75267,TRUE,TRUE,Labor/Worker,Rural,Instagram,163,4,3082,Vlogs,20,5819,7,1,1,17,Afternoon,5,5,Entertainment,Tablet,iOS,6:05 PM,7,3,Commuting,Mobile Data
279,50,Male,Pakistan,43952,FALSE,TRUE,Teacher,Rural,Instagram,57,12,5449,Gaming,5,9058,3,10,48,66,Night,3,7,Habit,Tablet,Windows,8:30 PM,5,5,At home,Mobile Data
280,41,Other,Barzil,73798,TRUE,TRUE,Cashier,Rural,YouTube,156,12,3259,Vlogs,6,92,4,8,29,70,Evening,6,4,Habit,Tablet,Android,3:45 PM,8,2,At work,Mobile Data
281,28,Female,Philippines,70939,TRUE,TRUE,Waiting staff,Rural,TikTok,73,17,2108,Pranks,24,5161,8,24,4,73,Morning,8,2,Boredom,Smartphone,Android,9:15 AM,10,0,At home,Wi-Fi
282,25,Female,Barzil,49516,FALSE,TRUE,Students,Rural,TikTok,191,15,7929,Vlogs,11,7632,4,29,33,69,Evening,6,4,Boredom,Tablet,Android,3:45 PM,8,2,At work,Wi-Fi
283,53,Male,Mexico,76526,TRUE,TRUE,Teacher,Rural,YouTube,134,9,2934,Gaming,8,9543,7,8,17,84,Evening,6,4,Procrastination,Computer,iOS,3:45 PM,8,2,At home,Mobile Data
284,55,Male,India,30449,FALSE,TRUE,Labor/Worker,Rural,YouTube,188,7,2830,Trends,7,6208,6,19,28,29,Evening,6,4,Boredom,Smartphone,iOS,3:45 PM,8,2,Commuting,Wi-Fi
285,57,Male,Pakistan,70290,TRUE,TRUE,Students,Urban,YouTube,48,10,8634,Entertainment,4,8556,7,6,26,85,Afternoon,5,5,Habit,Computer,Android,6:05 PM,7,3,At work,Mobile Data
286,37,Male,Philippines,92954,TRUE,TRUE,Waiting staff,Rural,TikTok,269,16,5007,Vlogs,6,4916,1,12,8,73,Evening,6,4,Entertainment,Smartphone,Android,3:45 PM,8,2,At home,Mobile Data
287,52,Male,Pakistan,42746,FALSE,FALSE,Students,Rural,TikTok,12,12,1560,Vlogs,16,3718,3,28,34,92,Evening,6,4,Habit,Smartphone,Android,3:45 PM,8,2,At school,Mobile Data
288,42,Female,Mexico,87990,TRUE,TRUE,Waiting staff,Rural,Instagram,73,7,1742,Jokes/Memes,20,6125,6,7,18,72,Night,3,7,Procrastination,Smartphone,iOS,8:30 PM,5,5,At home,Mobile Data
289,52,Male,United States,78810,TRUE,FALSE,Students,Rural,Instagram,38,18,5831,Pranks,15,1924,3,16,31,95,Night,3,7,Habit,Computer,MacOS,8:30 PM,5,5,At work,Mobile Data
290,42,Female,United States,35223,FALSE,TRUE,Labor/Worker,Urban,TikTok,20,15,7524,Life Hacks,14,3095,7,9,27,20,Afternoon,5,5,Entertainment,Tablet,iOS,6:05 PM,7,3,Commuting,Mobile Data
291,46,Female,United States,92237,TRUE,FALSE,Teacher,Rural,Instagram,106,6,626,ASMR,23,6683,9,21,16,27,Evening,6,4,Habit,Computer,Android,3:45 PM,8,2,At home,Mobile Data
292,35,Female,Indonesia,22597,FALSE,TRUE,Labor/Worker,Urban,YouTube,212,12,1691,Jokes/Memes,12,5181,3,25,10,8,Night,3,7,Entertainment,Smartphone,Windows,8:30 PM,5,5,At work,Mobile Data
293,63,Male,Barzil,85677,TRUE,FALSE,Waiting staff,Urban,Facebook,30,11,8283,Trends,29,2538,1,22,40,85,Evening,6,4,Habit,Smartphone,Android,3:45 PM,8,2,At home,Wi-Fi
294,35,Male,Indonesia,22659,FALSE,TRUE,Students,Rural,Instagram,48,3,6311,Jokes/Memes,12,9488,6,10,12,61,Evening,6,4,Boredom,Smartphone,Windows,3:45 PM,8,2,At school,Wi-Fi
295,19,Female,India,94567,TRUE,FALSE,Waiting staff,Rural,TikTok,232,2,3007,Jokes/Memes,16,2276,1,10,22,28,Afternoon,5,5,Habit,Smartphone,Android,6:05 PM,7,3,At work,Wi-Fi
296,52,Male,Vietnam,35037,FALSE,TRUE,Labor/Worker,Rural,Instagram,111,6,4303,Life Hacks,15,8194,1,10,16,87,Afternoon,5,5,Habit,Computer,Android,6:05 PM,7,3,At school,Mobile Data
297,33,Female,Mexico,66738,TRUE,FALSE,Engineer,Rural,Instagram,55,5,1089,Life Hacks,29,9945,8,20,12,70,Night,3,7,Entertainment,Tablet,Android,8:30 PM,5,5,At school,Mobile Data
298,58,Female,Philippines,91678,TRUE,TRUE,Engineer,Rural,Instagram,75,18,6008,Trends,13,910,9,29,11,3,Evening,6,4,Boredom,Tablet,Android,3:45 PM,8,2,Commuting,Mobile Data
299,53,Male,Pakistan,32109,FALSE,TRUE,Waiting staff,Rural,Facebook,100,16,4612,Pranks,11,306,2,16,20,69,Morning,8,2,Boredom,Tablet,Android,9:15 AM,10,0,At work,Wi-Fi
300,50,Female,Germany,42010,FALSE,TRUE,Students,Rural,YouTube,173,8,9373,Entertainment,17,6575,9,1,1,73,Afternoon,5,5,Habit,Smartphone,Android,6:05 PM,7,3,Commuting,Wi-Fi
301,21,Female,Philippines,28787,FALSE,TRUE,Waiting staff,Rural,TikTok,120,11,7929,Vlogs,21,4231,5,17,27,7,Afternoon,5,5,Entertainment,Smartphone,iOS,6:05 PM,7,3,At home,Mobile Data
302,50,Male,Barzil,28472,FALSE,FALSE,Engineer,Urban,Facebook,132,10,4491,Vlogs,15,6028,8,26,3,60,Afternoon,5,5,Habit,Smartphone,iOS,6:05 PM,7,3,At home,Mobile Data
303,31,Male,Indonesia,43383,FALSE,TRUE,Cashier,Rural,TikTok,202,12,8379,Jokes/Memes,14,6658,7,21,12,4,Afternoon,5,5,Boredom,Computer,Android,6:05 PM,7,3,At school,Mobile Data
304,38,Other,Indonesia,81709,TRUE,FALSE,Waiting staff,Rural,TikTok,108,6,1598,Gaming,10,6336,7,29,30,5,Evening,6,4,Boredom,Smartphone,iOS,3:45 PM,8,2,At home,Mobile Data
305,37,Other,United States,89785,TRUE,TRUE,Artist,Rural,TikTok,168,5,3748,Jokes/Memes,12,9630,4,14,9,11,Evening,6,4,Boredom,Smartphone,iOS,3:45 PM,8,2,At work,Mobile Data
306,25,Male,Indonesia,54518,TRUE,FALSE,Waiting staff,Rural,Facebook,112,9,2671,Life Hacks,16,872,2,19,37,15,Night,3,7,Habit,Computer,iOS,8:30 PM,5,5,At school,Mobile Data
307,24,Female,Vietnam,73909,TRUE,TRUE,driver,Rural,YouTube,290,16,8432,Entertainment,15,1141,5,21,1,64,Evening,6,4,Habit,Smartphone,Android,3:45 PM,8,2,At work,Wi-Fi
308,20,Male,Japan,38351,FALSE,FALSE,Students,Rural,TikTok,52,14,2581,Trends,10,665,3,21,42,98,Morning,8,2,Entertainment,Smartphone,Android,9:15 AM,10,0,At home,Wi-Fi
309,34,Female,Pakistan,89624,TRUE,TRUE,Engineer,Rural,YouTube,93,8,7433,Jokes/Memes,4,8400,9,17,49,13,Afternoon,5,5,Habit,Computer,Android,6:05 PM,7,3,At work,Mobile Data
310,50,Male,Japan,73330,TRUE,FALSE,Manager,Rural,YouTube,200,19,8331,Jokes/Memes,27,951,6,14,4,7,Morning,8,2,Entertainment,Smartphone,iOS,9:15 AM,10,0,At home,Mobile Data
311,29,Female,Pakistan,35282,FALSE,TRUE,driver,Rural,Instagram,60,14,2507,Trends,23,9249,1,8,15,6,Night,3,7,Habit,Smartphone,Windows,8:30 PM,5,5,At school,Wi-Fi
312,39,Female,Mexico,41778,FALSE,FALSE,Manager,Rural,Facebook,219,7,4726,Trends,29,4722,3,21,27,56,Night,3,7,Habit,Smartphone,Android,8:30 PM,5,5,At work,Mobile Data
313,39,Other,Pakistan,44264,FALSE,TRUE,Students,Urban,Facebook,135,5,4301,Jokes/Memes,9,4008,4,21,8,64,Night,3,7,Habit,Smartphone,Android,8:30 PM,5,5,At home,Mobile Data
314,63,Female,Japan,79675,TRUE,FALSE,Waiting staff,Rural,Instagram,78,18,9942,Jokes/Memes,21,6655,9,9,23,50,Evening,6,4,Boredom,Computer,MacOS,3:45 PM,8,2,At school,Mobile Data
315,47,Male,Philippines,25075,FALSE,TRUE,Engineer,Rural,Instagram,274,2,8760,Entertainment,20,6190,6,8,15,30,Night,3,7,Procrastination,Smartphone,iOS,8:30 PM,5,5,At home,Mobile Data
316,55,Female,Pakistan,95948,TRUE,FALSE,Teacher,Rural,YouTube,267,11,7003,Gaming,9,771,4,13,27,22,Night,3,7,Entertainment,Computer,MacOS,8:30 PM,5,5,At work,Mobile Data
317,55,Other,Mexico,68454,TRUE,TRUE,driver,Rural,TikTok,197,8,9074,Jokes/Memes,21,4030,1,17,31,25,Afternoon,5,5,Boredom,Smartphone,MacOS,6:05 PM,7,3,At school,Wi-Fi
318,62,Male,Mexico,48365,FALSE,FALSE,Students,Rural,Facebook,239,1,6132,Entertainment,25,7859,8,19,39,28,Night,3,7,Habit,Smartphone,Android,8:30 PM,5,5,At work,Mobile Data
319,25,Other,India,92766,TRUE,TRUE,Waiting staff,Rural,TikTok,198,12,8832,Entertainment,24,521,2,28,47,84,Afternoon,5,5,Boredom,Smartphone,MacOS,6:05 PM,7,3,At work,Wi-Fi
320,44,Male,Pakistan,68200,TRUE,TRUE,driver,Urban,TikTok,19,2,4538,Entertainment,20,3355,8,7,8,39,Afternoon,5,5,Entertainment,Smartphone,MacOS,6:05 PM,7,3,At school,Mobile Data
321,44,Female,Germany,31002,FALSE,TRUE,Students,Rural,Instagram,123,18,2336,Life Hacks,11,1400,6,17,30,67,Morning,8,2,Entertainment,Smartphone,MacOS,9:15 AM,10,0,At school,Mobile Data
322,51,Male,United States,33947,FALSE,TRUE,Engineer,Rural,TikTok,85,7,4322,Gaming,11,3723,8,1,42,5,Afternoon,5,5,Entertainment,Tablet,Android,6:05 PM,7,3,At home,Mobile Data
323,38,Male,United States,99222,TRUE,FALSE,Artist,Urban,YouTube,173,17,2986,Comedy,7,6579,6,5,18,65,Evening,6,4,Habit,Smartphone,Android,3:45 PM,8,2,Commuting,Mobile Data
324,47,Other,India,98610,TRUE,TRUE,driver,Urban,Instagram,94,14,560,Trends,21,3247,5,25,4,15,Evening,6,4,Habit,Smartphone,iOS,3:45 PM,8,2,Commuting,Mobile Data
325,50,Male,Mexico,72142,TRUE,FALSE,Manager,Urban,TikTok,58,7,714,ASMR,10,1858,5,6,47,90,Afternoon,5,5,Entertainment,Smartphone,Windows,6:05 PM,7,3,At school,Wi-Fi
326,45,Female,India,76307,TRUE,TRUE,Manager,Urban,Instagram,186,3,4594,Gaming,4,4781,8,26,43,67,Night,3,7,Habit,Computer,MacOS,8:30 PM,5,5,At work,Mobile Data
327,64,Male,United States,24493,FALSE,FALSE,Students,Rural,YouTube,227,6,3989,Gaming,5,4064,7,2,22,40,Night,3,7,Entertainment,Tablet,MacOS,8:30 PM,5,5,At school,Mobile Data
328,50,Male,Vietnam,70085,TRUE,TRUE,Manager,Rural,YouTube,198,2,6204,ASMR,5,2398,8,27,3,98,Afternoon,5,5,Boredom,Smartphone,Android,6:05 PM,7,3,Commuting,Mobile Data
329,22,Male,Barzil,54228,TRUE,FALSE,Students,Rural,TikTok,239,17,257,Gaming,11,142,8,25,15,69,Night,3,7,Habit,Smartphone,Windows,8:30 PM,5,5,At home,Mobile Data
330,36,Other,Pakistan,99676,TRUE,TRUE,Students,Rural,Instagram,264,12,8769,Jokes/Memes,9,5062,7,16,35,95,Afternoon,5,5,Habit,Tablet,Android,6:05 PM,7,3,At work,Mobile Data
331,21,Other,Japan,71875,TRUE,FALSE,driver,Rural,TikTok,245,12,38,Jokes/Memes,28,3469,2,22,47,77,Afternoon,5,5,Entertainment,Smartphone,iOS,6:05 PM,7,3,At school,Wi-Fi
332,52,Male,India,51655,TRUE,TRUE,Waiting staff,Rural,TikTok,35,17,8653,Life Hacks,16,3695,9,5,38,43,Afternoon,5,5,Entertainment,Tablet,iOS,6:05 PM,7,3,At work,Mobile Data
333,34,Other,India,63472,TRUE,FALSE,Students,Rural,Instagram,81,10,9633,Vlogs,9,717,7,5,33,1,Afternoon,5,5,Habit,Smartphone,Windows,6:05 PM,7,3,At work,Mobile Data
334,61,Female,United States,69437,TRUE,TRUE,Waiting staff,Rural,TikTok,270,3,1833,ASMR,22,642,6,12,14,22,Evening,6,4,Entertainment,Smartphone,iOS,3:45 PM,8,2,At school,Mobile Data
335,45,Female,Pakistan,69416,TRUE,FALSE,driver,Rural,YouTube,263,18,7601,ASMR,4,2548,9,3,48,62,Night,3,7,Boredom,Smartphone,Android,8:30 PM,5,5,At work,Mobile Data
336,47,Female,India,79711,TRUE,TRUE,Teacher,Rural,Instagram,280,13,5168,Trends,2,8561,1,16,1,79,Afternoon,5,5,Boredom,Tablet,Android,6:05 PM,7,3,Commuting,Mobile Data
337,46,Male,Barzil,26816,FALSE,FALSE,Students,Urban,Instagram,132,12,433,ASMR,14,3650,2,6,49,26,Night,3,7,Procrastination,Tablet,Android,8:30 PM,5,5,At school,Mobile Data
338,63,Male,India,97175,TRUE,TRUE,Labor/Worker,Rural,Instagram,153,17,4152,Gaming,3,7549,1,15,26,18,Evening,6,4,Entertainment,Tablet,Android,3:45 PM,8,2,At home,Mobile Data
339,23,Female,United States,84307,TRUE,FALSE,Students,Rural,Instagram,266,4,6412,Life Hacks,18,8978,3,15,8,48,Night,3,7,Boredom,Smartphone,iOS,8:30 PM,5,5,At home,Wi-Fi
340,52,Male,India,66733,TRUE,TRUE,Labor/Worker,Rural,TikTok,153,10,1752,Gaming,21,949,5,29,16,9,Evening,6,4,Habit,Smartphone,Windows,3:45 PM,8,2,At school,Mobile Data
341,58,Male,India,31240,FALSE,TRUE,Engineer,Rural,TikTok,268,11,4998,Life Hacks,6,5444,1,16,38,1,Morning,8,2,Boredom,Computer,iOS,9:15 AM,10,0,At school,Mobile Data
342,54,Other,Vietnam,91363,TRUE,TRUE,Students,Urban,YouTube,56,6,5721,Entertainment,11,521,4,20,10,9,Morning,8,2,Entertainment,Tablet,iOS,9:15 AM,10,0,At school,Mobile Data
343,41,Female,India,52762,TRUE,TRUE,Cashier,Urban,Facebook,22,6,7617,ASMR,21,6632,8,13,42,23,Morning,8,2,Habit,Computer,iOS,9:15 AM,10,0,Commuting,Mobile Data
344,46,Male,India,28259,FALSE,FALSE,driver,Urban,Facebook,217,9,257,Vlogs,18,6048,6,12,37,45,Evening,6,4,Entertainment,Smartphone,Android,3:45 PM,8,2,At school,Wi-Fi
345,63,Female,Barzil,70139,TRUE,TRUE,Labor/Worker,Rural,YouTube,244,15,672,Entertainment,12,354,1,10,26,2,Evening,6,4,Boredom,Smartphone,MacOS,3:45 PM,8,2,At school,Mobile Data
346,48,Female,United States,34849,FALSE,FALSE,Engineer,Rural,Facebook,158,2,490,ASMR,5,1482,1,14,28,14,Night,3,7,Boredom,Computer,Android,8:30 PM,5,5,At home,Wi-Fi
347,52,Male,India,74869,TRUE,TRUE,Students,Rural,YouTube,164,4,6890,Life Hacks,9,9839,3,2,12,38,Evening,6,4,Habit,Smartphone,Android,3:45 PM,8,2,At school,Wi-Fi
348,50,Other,Indonesia,83095,TRUE,FALSE,Waiting staff,Urban,TikTok,175,5,2097,Comedy,20,6994,8,29,20,40,Evening,6,4,Boredom,Tablet,iOS,3:45 PM,8,2,At school,Mobile Data
349,38,Female,United States,90910,TRUE,TRUE,Engineer,Rural,Instagram,99,17,1683,Life Hacks,28,2215,8,3,49,63,Morning,8,2,Boredom,Smartphone,Android,9:15 AM,10,0,At work,Wi-Fi
350,49,Male,India,43567,FALSE,FALSE,Labor/Worker,Rural,Instagram,195,8,2461,Life Hacks,26,4716,3,9,14,82,Night,3,7,Entertainment,Smartphone,MacOS,8:30 PM,5,5,At school,Mobile Data
351,40,Male,Vietnam,55292,TRUE,TRUE,driver,Rural,TikTok,183,8,4530,Comedy,18,8619,7,11,46,16,Morning,8,2,Habit,Tablet,Android,9:15 AM,10,0,At home,Wi-Fi
352,50,Male,Barzil,94813,TRUE,FALSE,Students,Rural,Instagram,226,12,5122,Entertainment,19,5821,3,11,35,93,Evening,6,4,Habit,Smartphone,Android,3:45 PM,8,2,At home,Wi-Fi
353,20,Other,Germany,71631,TRUE,TRUE,Manager,Rural,Instagram,273,8,1976,Jokes/Memes,3,2537,4,25,29,75,Afternoon,5,5,Habit,Tablet,Android,6:05 PM,7,3,At work,Mobile Data
354,35,Female,Pakistan,29885,FALSE,FALSE,Waiting staff,Rural,Facebook,106,19,3217,Trends,9,6339,9,22,12,6,Night,3,7,Habit,Computer,Android,8:30 PM,5,5,At work,Mobile Data
355,42,Female,Japan,79659,TRUE,TRUE,Teacher,Rural,TikTok,126,3,9582,Trends,4,8736,4,10,18,3,Night,3,7,Boredom,Smartphone,iOS,8:30 PM,5,5,At school,Wi-Fi
356,59,Male,Philippines,74306,TRUE,FALSE,Labor/Worker,Rural,Facebook,208,18,4516,Jokes/Memes,17,4919,3,26,44,14,Night,3,7,Boredom,Smartphone,Windows,8:30 PM,5,5,At home,Mobile Data
357,48,Female,Philippines,86314,TRUE,TRUE,Labor/Worker,Rural,Facebook,30,19,5693,Entertainment,17,7075,5,14,2,66,Evening,6,4,Entertainment,Smartphone,iOS,3:45 PM,8,2,At home,Mobile Data
358,20,Other,Japan,85087,TRUE,FALSE,Waiting staff,Rural,Instagram,209,19,9777,Pranks,23,3765,7,9,2,96,Morning,8,2,Habit,Smartphone,iOS,9:15 AM,10,0,At home,Mobile Data
359,57,Male,Japan,49165,FALSE,TRUE,Labor/Worker,Rural,Instagram,257,15,4940,Trends,23,8850,5,20,17,95,Night,3,7,Entertainment,Tablet,Windows,8:30 PM,5,5,At home,Mobile Data
360,63,Male,India,78929,TRUE,FALSE,Waiting staff,Rural,TikTok,285,6,5564,Jokes/Memes,2,7082,4,27,10,75,Evening,6,4,Boredom,Computer,Android,3:45 PM,8,2,At school,Wi-Fi
361,41,Male,India,87028,TRUE,TRUE,Students,Rural,Instagram,273,16,2964,Jokes/Memes,9,2827,8,21,18,86,Evening,6,4,Habit,Smartphone,Android,3:45 PM,8,2,At home,Mobile Data
362,49,Other,Barzil,69812,TRUE,TRUE,Students,Rural,Instagram,67,8,4530,Trends,9,2058,4,10,22,67,Afternoon,5,5,Entertainment,Tablet,Windows,6:05 PM,7,3,At work,Mobile Data
363,64,Male,United States,70500,TRUE,TRUE,Cashier,Rural,TikTok,40,16,6787,Jokes/Memes,5,7749,2,22,19,31,Evening,6,4,Procrastination,Smartphone,Android,3:45 PM,8,2,At home,Mobile Data
364,39,Female,India,99151,TRUE,TRUE,Teacher,Urban,Instagram,258,18,6201,Jokes/Memes,15,730,6,29,1,33,Morning,8,2,Entertainment,Smartphone,iOS,9:15 AM,10,0,At school,Mobile Data
365,40,Female,India,78643,TRUE,FALSE,Engineer,Urban,Facebook,102,16,977,Trends,15,1832,2,9,24,88,Evening,6,4,Boredom,Smartphone,Android,3:45 PM,8,2,At work,Wi-Fi
366,19,Male,Pakistan,64900,TRUE,TRUE,Cashier,Urban,TikTok,274,11,7346,Entertainment,3,8600,3,29,36,1,Afternoon,5,5,Boredom,Smartphone,Android,6:05 PM,7,3,At work,Mobile Data
367,44,Male,Indonesia,62946,TRUE,FALSE,Students,Urban,Instagram,280,7,46,Gaming,19,6505,1,5,25,44,Night,3,7,Procrastination,Tablet,iOS,8:30 PM,5,5,At home,Mobile Data
368,59,Male,Philippines,27851,FALSE,TRUE,Students,Rural,YouTube,103,17,1194,Jokes/Memes,28,7170,5,8,36,15,Night,3,7,Boredom,Smartphone,Windows,8:30 PM,5,5,At school,Mobile Data
369,19,Female,Barzil,36288,FALSE,FALSE,Students,Urban,TikTok,163,17,4513,Jokes/Memes,3,4179,9,11,31,37,Night,3,7,Habit,Smartphone,iOS,8:30 PM,5,5,Commuting,Mobile Data
370,43,Male,Japan,92692,TRUE,TRUE,Labor/Worker,Rural,TikTok,294,12,4944,Gaming,6,6299,2,1,31,27,Evening,6,4,Entertainment,Tablet,Android,3:45 PM,8,2,At work,Wi-Fi
371,34,Male,India,87580,TRUE,FALSE,driver,Rural,YouTube,89,13,6283,Gaming,4,7830,7,21,2,48,Evening,6,4,Entertainment,Smartphone,Android,3:45 PM,8,2,At home,Mobile Data
372,57,Female,Germany,27368,FALSE,TRUE,Labor/Worker,Rural,Instagram,93,10,247,Life Hacks,24,4802,5,10,19,27,Afternoon,5,5,Habit,Tablet,iOS,6:05 PM,7,3,At home,Wi-Fi
373,50,Male,Barzil,66403,TRUE,FALSE,Students,Urban,Instagram,46,7,3220,Entertainment,13,6057,2,1,12,12,Evening,6,4,Boredom,Computer,Android,3:45 PM,8,2,Commuting,Mobile Data
374,26,Female,Mexico,29168,FALSE,TRUE,Waiting staff,Urban,TikTok,241,14,8984,Pranks,27,6615,8,26,10,67,Morning,8,2,Habit,Tablet,iOS,9:15 AM,10,0,At home,Mobile Data
375,60,Other,Vietnam,69879,TRUE,FALSE,Teacher,Urban,TikTok,102,1,637,Gaming,13,6762,6,22,31,30,Night,3,7,Boredom,Smartphone,Android,8:30 PM,5,5,At school,Wi-Fi
376,56,Female,India,79871,TRUE,TRUE,Waiting staff,Rural,Instagram,111,17,3776,Jokes/Memes,27,5543,4,7,45,96,Morning,8,2,Entertainment,Smartphone,iOS,9:15 AM,10,0,At work,Wi-Fi
377,46,Other,United States,52174,TRUE,FALSE,Labor/Worker,Rural,Instagram,175,4,2422,Pranks,11,8325,4,28,22,87,Afternoon,5,5,Entertainment,Smartphone,MacOS,6:05 PM,7,3,At school,Mobile Data
378,59,Female,Pakistan,26581,FALSE,TRUE,Students,Urban,Facebook,168,5,9281,Pranks,5,4883,2,14,23,66,Night,3,7,Habit,Tablet,Android,8:30 PM,5,5,At school,Wi-Fi
379,43,Female,Indonesia,91853,TRUE,FALSE,driver,Rural,TikTok,23,7,4184,Jokes/Memes,1,7050,3,5,23,7,Morning,8,2,Habit,Smartphone,Android,9:15 AM,10,0,At school,Mobile Data
380,52,Other,Pakistan,84046,TRUE,TRUE,Waiting staff,Urban,TikTok,234,10,713,Jokes/Memes,9,4959,7,17,15,34,Afternoon,5,5,Habit,Tablet,Android,6:05 PM,7,3,At school,Mobile Data
