"Provider","PotentialFraud"
"PRV54419","No"
"PRV54420","No"
"PRV54421","No"
"PRV54422","No"
"PRV54423","No"
"PRV54424","No"
"PRV54425","No"
"PRV54426","No"
"PRV54427","No"
"PRV54429","No"
"PRV54430","No"
"PRV54431","No"
"PRV54432","No"
"PRV54433","No"
"PRV54434","No"
"PRV54435","No"
"PRV54436","No"
"PRV54437","No"
"PRV54438","No"
"PRV54439","No"
"PRV54441","No"
"PRV54442","No"
"PRV54443","No"
"PRV54444","No"
"PRV54448","No"
"PRV54449","No"
"PRV54450","No"
"PRV54451","No"
"PRV54452","No"
"PRV54454","No"
"PRV54455","No"
"PRV54456","No"
"PRV54457","No"
"PRV54459","No"
"PRV54460","No"
"PRV54461","No"
"PRV54462","No"
"PRV54463","No"
"PRV54465","No"
"PRV54466","No"
"PRV54467","No"
"PRV54468","No"
"PRV54469","No"
"PRV54471","No"
"PRV54472","No"
"PRV54473","No"
"PRV54475","No"
"PRV54477","No"
"PRV54478","No"
"PRV54479","No"
"PRV54480","No"
"PRV54481","No"
"PRV54482","No"
"PRV54483","No"
"PRV54486","No"
"PRV54489","No"
"PRV54490","No"
"PRV54491","No"
"PRV54496","No"
"PRV54497","No"
"PRV54498","No"
"PRV54499","No"
"PRV54500","No"
"PRV54501","No"
"PRV54502","No"
"PRV54503","No"
"PRV54504","Yes"
"PRV54505","Yes"
"PRV54506","No"
"PRV54507","No"
"PRV54508","No"
"PRV54509","No"
"PRV54510","No"
"PRV54511","No"
"PRV54514","Yes"
"PRV54515","No"
"PRV54517","No"
"PRV54519","No"
"PRV54520","No"
"PRV54521","No"
"PRV54522","No"
"PRV54523","No"
"PRV54524","No"
"PRV54526","No"
"PRV54528","No"
"PRV54529","No"
"PRV54530","No"
"PRV54531","No"
"PRV54535","No"
"PRV54536","No"
"PRV54537","No"
"PRV54538","No"
"PRV54539","No"
"PRV54540","Yes"
"PRV54541","No"
"PRV54542","No"
"PRV54543","Yes"
"PRV54544","No"
"PRV54545","No"
"PRV54546","No"
"PRV54547","No"
"PRV54548","No"
"PRV54549","No"
"PRV54550","No"
"PRV54551","No"
"PRV54552","No"
"PRV54553","No"
"PRV54554","No"
"PRV54555","No"
"PRV54557","Yes"
"PRV54558","No"
"PRV54559","No"
"PRV54560","Yes"
"PRV54561","No"
"PRV54562","No"
"PRV54563","No"
"PRV54564","No"
"PRV54565","No"
"PRV54566","Yes"
"PRV54567","No"
"PRV54568","No"
"PRV54569","No"
"PRV54571","No"
"PRV54572","No"
"PRV54573","No"
"PRV54574","No"
"PRV54575","No"
"PRV54576","No"
"PRV54577","No"
"PRV54578","No"
"PRV54579","No"
"PRV54580","No"
"PRV54581","No"
"PRV54582","No"
"PRV54585","No"
"PRV54587","No"
"PRV54588","No"
"PRV54589","No"
"PRV54590","No"
"PRV54591","No"
"PRV54593","No"
"PRV54595","No"
"PRV54596","No"
"PRV54597","No"
"PRV54598","No"
"PRV54599","No"
"PRV54601","No"
"PRV54602","No"
"PRV54603","No"
"PRV54604","No"
"PRV54606","No"
"PRV54608","No"
"PRV54609","No"
"PRV54610","No"
"PRV54611","No"
"PRV54612","No"
"PRV54614","No"
"PRV54615","No"
"PRV54616","No"
"PRV54618","No"
"PRV54619","No"
"PRV54620","No"
"PRV54621","No"
"PRV54622","No"
"PRV54623","No"
"PRV54624","No"
"PRV54625","No"
"PRV54627","No"
"PRV54628","No"
"PRV54629","No"
"PRV54630","No"
"PRV54633","No"
"PRV54634","No"
"PRV54635","No"
"PRV54636","No"
"PRV54637","No"
"PRV54638","No"
"PRV54639","No"
"PRV54640","No"
"PRV54642","No"
"PRV54643","No"
"PRV54644","Yes"
"PRV54645","No"
"PRV54646","No"
"PRV54649","Yes"
"PRV54651","Yes"
"PRV54652","No"
"PRV54653","No"
"PRV54656","No"
"PRV54657","No"
"PRV54658","No"
"PRV54660","No"
"PRV54661","No"
"PRV54662","No"
"PRV54664","No"
"PRV54666","No"
"PRV54667","No"
"PRV54668","No"
"PRV54670","No"
"PRV54671","No"
"PRV54672","No"
"PRV54673","No"
"PRV54674","No"
"PRV54675","Yes"
"PRV54676","Yes"
"PRV54677","No"
"PRV54678","No"
"PRV54679","No"
"PRV54680","Yes"
"PRV54681","No"
"PRV54682","No"
"PRV54683","No"
"PRV54684","No"
"PRV54685","No"
"PRV54686","No"
"PRV54687","No"
"PRV54688","Yes"
"PRV54689","No"
"PRV54690","No"
"PRV54691","No"
"PRV54692","Yes"
"PRV54693","No"
"PRV54694","No"
"PRV54695","No"
"PRV54696","No"
"PRV54697","No"
"PRV54699","No"
"PRV54701","No"
"PRV54703","No"
"PRV54704","No"
"PRV54705","No"
"PRV54707","No"
"PRV54708","No"
"PRV54710","No"
"PRV54711","No"
"PRV54712","No"
"PRV54713","No"
"PRV54714","No"
"PRV54715","No"
"PRV54716","No"
"PRV54717","No"
"PRV54718","Yes"
"PRV54720","No"
"PRV54723","No"
"PRV54724","No"
"PRV54725","No"
"PRV54726","No"
"PRV54727","No"
"PRV54728","No"
"PRV54730","No"
"PRV54734","No"
"PRV54735","No"
"PRV54737","No"
"PRV54739","Yes"
"PRV54741","No"
"PRV54742","Yes"
"PRV54743","Yes"
"PRV54745","No"
"PRV54747","No"
"PRV54748","No"
"PRV54753","No"
"PRV54756","No"
"PRV54757","No"
"PRV54758","No"
"PRV54759","No"
"PRV54760","No"
"PRV54761","No"
"PRV54763","No"
"PRV54764","No"
"PRV54765","Yes"
"PRV54767","No"
"PRV54768","No"
"PRV54771","Yes"
"PRV54772","Yes"
"PRV54773","No"
"PRV54774","No"
"PRV54776","No"
"PRV54778","Yes"
"PRV54779","No"
"PRV54780","No"
"PRV54781","Yes"
"PRV54783","No"
"PRV54784","No"
"PRV54785","No"
"PRV54786","Yes"
"PRV54787","No"
"PRV54789","No"
"PRV54790","No"
"PRV54792","No"
"PRV54793","No"
"PRV54794","No"
"PRV54795","No"
"PRV54796","No"
"PRV54798","No"
"PRV54799","No"
"PRV54800","No"
"PRV54802","No"
"PRV54803","No"
"PRV54805","No"
"PRV54806","No"
"PRV54808","Yes"
"PRV54809","No"
"PRV54810","No"
"PRV54812","No"
"PRV54813","No"
"PRV54814","No"
"PRV54817","No"
"PRV54818","No"
"PRV54819","No"
"PRV54820","No"
"PRV54821","No"
"PRV54822","Yes"
"PRV54824","No"
"PRV54827","No"
"PRV54828","Yes"
"PRV54829","No"
"PRV54830","No"
"PRV54831","No"
"PRV54832","Yes"
"PRV54833","No"
"PRV54834","No"
"PRV54836","No"
"PRV54837","Yes"
"PRV54838","No"
"PRV54840","No"
"PRV54841","No"
"PRV54842","No"
"PRV54845","Yes"
"PRV54846","No"
"PRV54847","No"
"PRV54848","No"
"PRV54849","No"
"PRV54852","No"
"PRV54854","No"
"PRV54855","No"
"PRV54856","No"
"PRV54859","No"
"PRV54860","No"
"PRV54861","No"
"PRV54862","No"
"PRV54863","No"
"PRV54864","No"
"PRV54865","No"
"PRV54866","No"
"PRV54867","No"
"PRV54868","No"
"PRV54869","No"
"PRV54870","No"
"PRV54871","No"
"PRV54873","No"
"PRV54875","Yes"
"PRV54876","Yes"
"PRV54877","No"
"PRV54878","No"
"PRV54879","Yes"
"PRV54881","No"
"PRV54882","Yes"
"PRV54883","No"
"PRV54885","No"
"PRV54886","No"
"PRV54887","No"
"PRV54888","No"
"PRV54889","No"
"PRV54890","No"
"PRV54891","No"
"PRV54892","No"
"PRV54893","No"
"PRV54894","Yes"
"PRV54895","Yes"
"PRV54896","Yes"
"PRV54898","No"
"PRV54900","No"
"PRV54901","No"
"PRV54902","No"
"PRV54903","No"
"PRV54904","No"
"PRV54905","No"
"PRV54906","No"
"PRV54907","No"
"PRV54908","No"
"PRV54909","No"
"PRV54910","No"
"PRV54911","No"
"PRV54914","No"
"PRV54916","No"
"PRV54917","No"
"PRV54918","Yes"
"PRV54919","No"
"PRV54923","No"
"PRV54924","No"
"PRV54925","Yes"
"PRV54926","No"
"PRV54927","No"
"PRV54929","Yes"
"PRV54930","No"
"PRV54931","Yes"
"PRV54932","No"
"PRV54933","Yes"
"PRV54934","No"
"PRV54935","No"
"PRV54936","Yes"
"PRV54937","No"
"PRV54938","No"
"PRV54939","Yes"
"PRV54941","No"
"PRV54942","Yes"
"PRV54943","No"
"PRV54944","No"
"PRV54945","No"
"PRV54946","No"
"PRV54947","No"
"PRV54949","No"
"PRV54950","Yes"
"PRV54952","Yes"
"PRV54953","No"
"PRV54954","No"
"PRV54955","Yes"
"PRV54959","No"
"PRV54960","No"
"PRV54963","No"
"PRV54965","No"
"PRV54966","Yes"
"PRV54967","No"
"PRV54968","No"
"PRV54970","No"
"PRV54971","No"
"PRV54972","No"
"PRV54973","No"
"PRV54975","No"
"PRV54976","No"
"PRV54977","No"
"PRV54978","No"
"PRV54981","No"
"PRV54982","No"
"PRV54983","No"
"PRV54985","No"
"PRV54986","Yes"
"PRV54988","No"
"PRV54990","No"
"PRV54991","No"
"PRV54992","No"
"PRV54993","No"
"PRV54995","No"
"PRV54997","No"
"PRV54998","Yes"
"PRV54999","No"
"PRV55000","No"
"PRV55001","No"
"PRV55002","No"
"PRV55003","No"
"PRV55004","Yes"
"PRV55005","No"
"PRV55006","No"
"PRV55007","No"
"PRV55010","Yes"
"PRV55011","No"
"PRV55012","No"
"PRV55013","No"
"PRV55016","No"
"PRV55018","Yes"
"PRV55019","Yes"
"PRV55022","Yes"
"PRV55023","No"
"PRV55024","No"
"PRV55026","No"
"PRV55027","Yes"
"PRV55028","No"
"PRV55029","No"
"PRV55030","Yes"
"PRV55031","No"
"PRV55032","No"
"PRV55034","Yes"
"PRV55035","No"
"PRV55036","No"
"PRV55037","No"
"PRV55038","No"
"PRV55039","Yes"
"PRV55040","No"
"PRV55041","No"
"PRV55042","No"
"PRV55043","No"
"PRV55044","No"
"PRV55045","No"
"PRV55048","Yes"
"PRV55049","Yes"
"PRV55050","No"
"PRV55051","No"
"PRV55052","No"
"PRV55053","No"
"PRV55054","No"
"PRV55056","No"
"PRV55057","Yes"
"PRV55058","No"
"PRV55059","No"
"PRV55061","No"
"PRV55062","No"
"PRV55063","No"
"PRV55064","No"
"PRV55067","No"
"PRV55068","No"
"PRV55069","No"
"PRV55070","No"
"PRV55071","No"
"PRV55072","No"
"PRV55073","No"
"PRV55074","No"
"PRV55076","No"
"PRV55077","No"
"PRV55078","No"
"PRV55079","No"
"PRV55080","No"
"PRV55081","No"
"PRV55083","No"
"PRV55085","No"
"PRV55086","No"
"PRV55087","No"
"PRV55088","No"
"PRV55089","No"
"PRV55091","No"
"PRV55092","No"
"PRV55093","No"
"PRV55094","No"
"PRV55095","No"
"PRV55096","No"
"PRV55097","No"
"PRV55098","No"
"PRV55099","No"
"PRV55103","No"
"PRV55104","No"
"PRV55106","No"
"PRV55108","No"
"PRV55110","No"
"PRV55111","No"
"PRV55112","No"
"PRV55114","No"
"PRV55116","No"
"PRV55117","No"
"PRV55118","No"
"PRV55120","No"
"PRV55121","No"
"PRV55122","No"
"PRV55123","No"
"PRV55124","No"
"PRV55126","No"
"PRV55128","No"
"PRV55129","No"
"PRV55130","No"
"PRV55131","No"
"PRV55132","No"
"PRV55133","No"
"PRV55134","No"
"PRV55135","No"
"PRV55136","No"
"PRV55137","No"
"PRV55138","No"
"PRV55140","No"
"PRV55141","No"
"PRV55143","No"
"PRV55144","No"
"PRV55145","No"
"PRV55146","No"
"PRV55147","Yes"
"PRV55148","No"
"PRV55149","No"
"PRV55150","No"
"PRV55151","No"
"PRV55152","No"
"PRV55154","No"
"PRV55155","No"
"PRV55156","No"
"PRV55157","No"
"PRV55158","No"
"PRV55160","No"
"PRV55161","No"
"PRV55163","Yes"
"PRV55164","No"
"PRV55165","Yes"
"PRV55166","No"
"PRV55167","No"
"PRV55168","No"
"PRV55169","No"
"PRV55171","Yes"
"PRV55172","Yes"
"PRV55173","No"
"PRV55175","No"
"PRV55176","No"
"PRV55177","No"
"PRV55178","No"
"PRV55179","No"
"PRV55180","No"
"PRV55181","No"
"PRV55182","No"
"PRV55183","No"
"PRV55184","No"
"PRV55185","No"
"PRV55187","No"
"PRV55188","No"
"PRV55189","No"
"PRV55191","No"
"PRV55192","No"
"PRV55193","Yes"
"PRV55194","Yes"
"PRV55195","Yes"
"PRV55196","No"
"PRV55197","No"
"PRV55198","No"
"PRV55200","No"
"PRV55202","No"
"PRV55203","No"
"PRV55205","No"
"PRV55206","No"
"PRV55207","No"
"PRV55208","No"
"PRV55209","Yes"
"PRV55210","No"
"PRV55211","No"
"PRV55213","No"
"PRV55214","No"
"PRV55215","Yes"
"PRV55216","No"
"PRV55218","No"
"PRV55219","No"
"PRV55220","No"
"PRV55224","No"
"PRV55225","Yes"
"PRV55226","No"
"PRV55227","No"
"PRV55229","No"
"PRV55230","Yes"
"PRV55231","No"
"PRV55232","No"
"PRV55233","No"
"PRV55234","No"
"PRV55235","No"
"PRV55236","No"
"PRV55237","No"
"PRV55238","No"
"PRV55239","No"
"PRV55240","No"
"PRV55242","No"
"PRV55243","No"
"PRV55244","No"
"PRV55246","No"
"PRV55247","No"
"PRV55248","No"
"PRV55250","Yes"
"PRV55252","No"
"PRV55254","No"
"PRV55255","No"
"PRV55256","No"
"PRV55257","No"
"PRV55258","No"
"PRV55259","No"
"PRV55260","No"
"PRV55261","No"
"PRV55262","No"
"PRV55263","No"
"PRV55264","No"
"PRV55265","No"
"PRV55266","Yes"
"PRV55267","No"
"PRV55268","No"
"PRV55269","No"
"PRV55270","No"
"PRV55271","No"
"PRV55272","No"
"PRV55273","No"
"PRV55274","No"
"PRV55275","No"
"PRV55276","No"
"PRV55277","No"
"PRV55278","No"
"PRV55279","No"
"PRV55281","No"
"PRV55283","No"
"PRV55285","No"
"PRV55286","No"
"PRV55289","No"
"PRV55291","No"
"PRV55292","No"
"PRV55293","No"
"PRV55295","No"
"PRV55296","No"
"PRV55297","No"
"PRV55298","No"
"PRV55299","No"
"PRV55300","No"
"PRV55302","No"
"PRV55304","No"
"PRV55305","No"
"PRV55306","No"
"PRV55307","No"
"PRV55309","No"
"PRV55312","No"
"PRV55313","No"
"PRV55314","No"
"PRV55316","No"
"PRV55318","No"
"PRV55319","No"
"PRV55320","No"
"PRV55322","No"
"PRV55323","No"
"PRV55324","No"
"PRV55325","No"
"PRV55326","No"
"PRV55329","No"
"PRV55330","No"
"PRV55331","No"
"PRV55333","No"
"PRV55335","No"
"PRV55337","No"
"PRV55338","No"
"PRV55339","No"
"PRV55340","No"
"PRV55341","No"
"PRV55342","No"
"PRV55343","No"
"PRV55344","No"
"PRV55345","No"
"PRV55348","No"
"PRV55350","No"
"PRV55351","No"
"PRV55352","No"
"PRV55353","No"
"PRV55354","No"
"PRV55355","No"
"PRV55356","No"
"PRV55357","No"
"PRV55358","No"
"PRV55359","No"
"PRV55360","No"
"PRV55361","No"
"PRV55362","No"
"PRV55363","No"
"PRV55364","No"
"PRV55365","No"
"PRV55366","No"
"PRV55368","No"
"PRV55371","No"
"PRV55372","No"
"PRV55374","Yes"
"PRV55375","Yes"
"PRV55376","No"
"PRV55377","No"
"PRV55378","No"
"PRV55379","No"
"PRV55381","No"
"PRV55382","No"
"PRV55383","No"
"PRV55384","No"
"PRV55385","No"
"PRV55386","No"
"PRV55387","No"
"PRV55388","No"
"PRV55390","No"
"PRV55392","No"
"PRV55395","No"
"PRV55396","No"
"PRV55397","No"
"PRV55398","No"
"PRV55399","No"
"PRV55400","No"
"PRV55401","No"
"PRV55402","No"
"PRV55404","No"
"PRV55405","No"
"PRV55408","No"
"PRV55409","No"
"PRV55410","No"
"PRV55411","No"
"PRV55412","No"
"PRV55413","No"
"PRV55414","No"
"PRV55416","No"
"PRV55417","No"
"PRV55418","No"
"PRV55419","No"
"PRV55423","No"
"PRV55424","No"
"PRV55425","No"
"PRV55426","No"
"PRV55427","No"
"PRV55428","No"
"PRV55430","Yes"
"PRV55431","No"
"PRV55432","No"
"PRV55433","Yes"
"PRV55434","No"
"PRV55435","Yes"
"PRV55436","No"
"PRV55437","Yes"
"PRV55438","No"
"PRV55439","No"
"PRV55441","No"
"PRV55442","No"
"PRV55443","No"
"PRV55444","Yes"
"PRV55445","No"
"PRV55446","No"
"PRV55447","No"
"PRV55448","No"
"PRV55449","No"
"PRV55450","No"
"PRV55451","No"
"PRV55452","No"
"PRV55453","Yes"
"PRV55454","No"
"PRV55455","No"
"PRV55456","No"
"PRV55458","No"
"PRV55459","No"
"PRV55460","No"
"PRV55462","Yes"
"PRV55463","No"
"PRV55464","No"
"PRV55465","No"
"PRV55467","Yes"
"PRV55468","No"
"PRV55469","No"
"PRV55470","No"
"PRV55471","No"
"PRV55472","Yes"
"PRV55473","No"
"PRV55474","No"
"PRV55475","No"
"PRV55477","No"
"PRV55479","No"
"PRV55480","No"
"PRV55481","No"
"PRV55482","Yes"
"PRV55483","Yes"
"PRV55486","No"
"PRV55487","No"
"PRV55489","No"
"PRV55490","No"
"PRV55491","No"
"PRV55492","Yes"
"PRV55493","No"
"PRV55494","No"
"PRV55495","Yes"
"PRV55496","Yes"
"PRV55497","No"
"PRV55498","No"
"PRV55499","No"
"PRV55500","No"
"PRV55501","No"
"PRV55503","No"
"PRV55505","No"
"PRV55506","Yes"
"PRV55507","No"
"PRV55508","No"
"PRV55509","Yes"
"PRV55510","No"
"PRV55511","No"
"PRV55512","No"
"PRV55513","No"
"PRV55514","Yes"
"PRV55515","No"
"PRV55516","No"
"PRV55518","No"
"PRV55519","Yes"
"PRV55520","No"
"PRV55521","No"
"PRV55522","No"
"PRV55523","No"
"PRV55525","No"
"PRV55527","No"
"PRV55528","No"
"PRV55530","No"
"PRV55531","Yes"
"PRV55534","No"
"PRV55535","No"
"PRV55536","No"
"PRV55537","No"
"PRV55538","No"
"PRV55539","No"
"PRV55540","No"
"PRV55541","No"
"PRV55543","No"
"PRV55547","No"
"PRV55548","No"
"PRV55549","No"
"PRV55550","Yes"
"PRV55551","No"
"PRV55552","No"
"PRV55554","No"
"PRV55555","No"
"PRV55556","No"
"PRV55557","No"
"PRV55558","No"
"PRV55560","No"
"PRV55561","No"
"PRV55562","No"
"PRV55563","No"
"PRV55564","No"
"PRV55565","No"
"PRV55566","No"
"PRV55567","No"
"PRV55569","No"
"PRV55570","No"
"PRV55571","No"
"PRV55572","No"
"PRV55573","No"
"PRV55574","No"
"PRV55575","No"
"PRV55576","No"
"PRV55577","No"
"PRV55578","No"
"PRV55579","No"
"PRV55580","No"
"PRV55581","No"
"PRV55582","No"
"PRV55583","No"
"PRV55584","No"
"PRV55585","No"
"PRV55586","No"
"PRV55587","No"
"PRV55588","No"
"PRV55589","No"
"PRV55590","No"
"PRV55591","No"
"PRV55592","No"
"PRV55593","No"
"PRV55595","No"
"PRV55596","No"
"PRV55598","No"
"PRV55599","No"
"PRV55600","No"
"PRV55601","No"
"PRV55602","No"
"PRV55603","No"
"PRV55604","No"
"PRV55606","No"
"PRV55607","No"
"PRV55608","No"
"PRV55609","No"
"PRV55610","No"
"PRV55612","No"
"PRV55613","No"
"PRV55614","No"
"PRV55615","No"
"PRV55617","No"
"PRV55618","No"
"PRV55619","No"
"PRV55620","No"
"PRV55621","No"
"PRV55622","No"
"PRV55623","No"
"PRV55624","No"
"PRV55625","No"
"PRV55626","No"
"PRV55627","No"
"PRV55631","No"
"PRV55632","No"
"PRV55633","No"
"PRV55634","No"
"PRV55635","No"
"PRV55637","No"
"PRV55638","No"
"PRV55639","No"
"PRV55640","No"
"PRV55641","No"
"PRV55642","No"
"PRV55644","No"
"PRV55646","No"
"PRV55648","No"
"PRV55649","No"
"PRV55650","No"
"PRV55652","No"
"PRV55653","No"
"PRV55654","No"
"PRV55655","No"
"PRV55656","No"
"PRV55657","No"
"PRV55658","No"
"PRV55659","Yes"
"PRV55660","No"
"PRV55661","No"
"PRV55662","No"
"PRV55663","No"
"PRV55664","No"
"PRV55665","No"
"PRV55666","No"
"PRV55667","Yes"
"PRV55668","No"
"PRV55670","Yes"
"PRV55671","No"
"PRV55673","Yes"
"PRV55674","No"
"PRV55675","No"
"PRV55676","Yes"
"PRV55677","No"
"PRV55678","No"
"PRV55679","No"
"PRV55680","No"
"PRV55682","No"
"PRV55683","No"
"PRV55684","No"
"PRV55687","No"
"PRV55688","No"
"PRV55689","Yes"
"PRV55690","No"
"PRV55691","No"
"PRV55692","No"
"PRV55695","No"
"PRV55697","No"
"PRV55699","No"
"PRV55700","No"
"PRV55701","No"
"PRV55702","No"
"PRV55703","No"
"PRV55704","No"
"PRV55705","No"
"PRV55706","No"
"PRV55707","No"
"PRV55709","No"
"PRV55710","No"
"PRV55711","No"
"PRV55712","No"
"PRV55714","No"
"PRV55715","Yes"
"PRV55716","No"
"PRV55717","No"
"PRV55719","No"
"PRV55720","No"
"PRV55721","No"
"PRV55723","No"
"PRV55724","No"
"PRV55726","No"
"PRV55727","No"
"PRV55728","No"
"PRV55729","No"
"PRV55731","No"
"PRV55732","No"
"PRV55733","No"
"PRV55734","No"
"PRV55735","No"
"PRV55736","No"
"PRV55737","No"
"PRV55739","No"
"PRV55740","No"
"PRV55741","No"
"PRV55742","No"
"PRV55743","No"
"PRV55744","No"
"PRV55745","No"
"PRV55748","No"
"PRV55749","No"
"PRV55750","No"
"PRV55751","No"
"PRV55752","No"
"PRV55753","No"
"PRV55754","No"
"PRV55755","No"
"PRV55759","No"
"PRV55760","No"
"PRV55761","No"
"PRV55762","No"
"PRV55763","No"
"PRV55764","No"
"PRV55765","No"
"PRV55766","No"
"PRV55767","No"
"PRV55768","No"
"PRV55769","No"
"PRV55770","No"
"PRV55771","No"
"PRV55772","No"
"PRV55774","No"
"PRV55775","No"
"PRV55776","No"
"PRV55777","No"
"PRV55778","No"
"PRV55779","No"
"PRV55780","No"
"PRV55782","No"
"PRV55783","No"
"PRV55785","No"
"PRV55786","No"
"PRV55787","No"
"PRV55788","No"
"PRV55789","No"
"PRV55790","No"
"PRV55791","No"
"PRV55792","No"
"PRV55793","No"
"PRV55794","No"
"PRV55795","No"
"PRV55796","No"
"PRV55797","No"
"PRV55798","No"
"PRV55800","No"
"PRV55801","No"
"PRV55802","No"
"PRV55803","No"
"PRV55804","No"
"PRV55805","No"
"PRV55806","No"
"PRV55807","No"
"PRV55808","No"
"PRV55809","No"
"PRV55810","No"
"PRV55811","No"
"PRV55812","Yes"
"PRV55813","No"
"PRV55814","No"
"PRV55815","No"
"PRV55816","No"
"PRV55817","No"
"PRV55818","No"
"PRV55819","No"
"PRV55820","No"
"PRV55821","Yes"
"PRV55822","No"
"PRV55826","No"
"PRV55828","No"
"PRV55830","No"
"PRV55831","No"
"PRV55832","No"
"PRV55833","No"
"PRV55834","No"
"PRV55835","Yes"
"PRV55836","No"
"PRV55837","No"
"PRV55839","No"
"PRV55842","Yes"
"PRV55843","No"
"PRV55846","No"
"PRV55847","No"
"PRV55848","No"
"PRV55849","Yes"
"PRV55850","No"
"PRV55851","No"
"PRV55852","Yes"
"PRV55854","No"
"PRV55855","No"
"PRV55856","No"
"PRV55858","No"
"PRV55859","No"
"PRV55862","No"
"PRV55863","No"
"PRV55864","No"
"PRV55865","No"
"PRV55866","No"
"PRV55867","No"
"PRV55868","No"
"PRV55869","No"
"PRV55870","No"
"PRV55871","No"
"PRV55872","No"
"PRV55873","No"
"PRV55874","No"
"PRV55875","No"
"PRV55876","No"
"PRV55877","No"
"PRV55879","No"
"PRV55880","No"
"PRV55881","No"
"PRV55882","No"
"PRV55883","No"
"PRV55884","No"
"PRV55885","No"
"PRV55886","No"
"PRV55887","No"
"PRV55891","No"
"PRV55892","No"
"PRV55893","Yes"
"PRV55895","Yes"
"PRV55896","Yes"
"PRV55897","Yes"
"PRV55898","No"
"PRV55900","No"
"PRV55901","No"
"PRV55902","No"
"PRV55903","No"
"PRV55904","No"
"PRV55905","Yes"
"PRV55906","No"
"PRV55907","No"
"PRV55908","No"
"PRV55909","No"
"PRV55910","No"
"PRV55911","Yes"
"PRV55912","Yes"
"PRV55913","Yes"
"PRV55914","Yes"
"PRV55915","No"
"PRV55916","No"
"PRV55917","No"
"PRV55918","No"
"PRV55919","No"
"PRV55920","No"
"PRV55921","No"
"PRV55925","No"
"PRV55926","No"
"PRV55927","No"
"PRV55928","No"
"PRV55929","No"
"PRV55930","No"
"PRV55931","No"
"PRV55933","No"
"PRV55934","Yes"
"PRV55935","No"
"PRV55936","No"
"PRV55937","No"
"PRV55938","No"
"PRV55939","No"
"PRV55940","No"
"PRV55941","No"
"PRV55942","No"
"PRV55943","No"
"PRV55944","No"
"PRV55945","No"
"PRV55946","No"
"PRV55948","No"
"PRV55950","No"
"PRV55951","Yes"
"PRV55953","No"
"PRV55955","No"
"PRV55956","No"
"PRV55957","Yes"
"PRV55958","No"
"PRV55959","Yes"
"PRV55963","No"
"PRV55964","No"
"PRV55965","No"
"PRV55966","No"
"PRV55968","No"
"PRV55969","No"
"PRV55970","No"
"PRV55971","Yes"
"PRV55972","No"
"PRV55974","No"
"PRV55977","Yes"
"PRV55978","No"
"PRV55980","No"
"PRV55981","No"
"PRV55982","No"
"PRV55983","No"
"PRV55984","No"
"PRV55985","No"
"PRV55986","No"
"PRV55989","No"
"PRV55990","No"
"PRV55991","No"
"PRV55993","No"
"PRV55995","No"
"PRV55996","Yes"
"PRV55997","No"
"PRV55999","No"
"PRV56001","No"
"PRV56002","No"
"PRV56003","No"
"PRV56004","No"
"PRV56005","No"
"PRV56006","No"
"PRV56007","Yes"
"PRV56008","Yes"
"PRV56010","No"
"PRV56011","Yes"
"PRV56012","Yes"
"PRV56013","No"
"PRV56014","No"
"PRV56015","No"
"PRV56016","No"
"PRV56017","No"
"PRV56018","No"
"PRV56019","No"
"PRV56020","No"
"PRV56021","No"
"PRV56023","Yes"
"PRV56025","No"
"PRV56026","No"
"PRV56027","No"
"PRV56028","No"
"PRV56029","No"
"PRV56030","No"
"PRV56031","No"
"PRV56032","No"
"PRV56033","No"
"PRV56034","No"
"PRV56036","No"
"PRV56037","No"
"PRV56038","No"
"PRV56039","No"
"PRV56040","No"
"PRV56041","No"
"PRV56044","No"
"PRV56045","No"
"PRV56046","No"
"PRV56047","No"
"PRV56048","No"
"PRV56049","No"
"PRV56050","No"
"PRV56051","No"
"PRV56052","No"
"PRV56054","No"
"PRV56055","No"
"PRV56056","No"
"PRV56057","No"
"PRV56058","No"
"PRV56060","No"
"PRV56062","No"
"PRV56063","No"
"PRV56065","No"
"PRV56066","No"
"PRV56067","No"
"PRV56068","No"
"PRV56071","No"
"PRV56072","No"
"PRV56073","No"
"PRV56075","No"
"PRV56076","No"
"PRV56077","No"
"PRV56078","No"
"PRV56080","No"
"PRV56083","No"
"PRV56084","No"
"PRV56086","No"
"PRV56087","No"
"PRV56088","No"
"PRV56089","No"
"PRV56090","No"
"PRV56091","No"
"PRV56092","No"
"PRV56093","No"
"PRV56094","No"
"PRV56095","No"
"PRV56098","No"
"PRV56099","No"
"PRV56101","No"
"PRV56102","No"
"PRV56103","Yes"
"PRV56104","Yes"
"PRV56105","No"
"PRV56106","No"
"PRV56108","No"
"PRV56109","No"
"PRV56111","No"
"PRV56113","No"
"PRV56114","No"
"PRV56115","No"
"PRV56116","No"
"PRV56117","No"
"PRV56118","No"
"PRV56119","No"
"PRV56120","No"
"PRV56121","No"
"PRV56122","No"
"PRV56123","No"
"PRV56124","No"
"PRV56125","No"
"PRV56126","No"
"PRV56129","No"
"PRV56130","No"
"PRV56131","No"
"PRV56133","No"
"PRV56134","Yes"
"PRV56135","No"
"PRV56136","No"
"PRV56137","No"
"PRV56138","No"
"PRV56139","No"
"PRV56140","No"
"PRV56141","No"
"PRV56142","No"
"PRV56143","No"
"PRV56145","No"
"PRV56146","No"
"PRV56147","No"
"PRV56148","No"
